id,Beer_Name,Brew_Factory_Name,Style,ABV
298,De Dochter van de Korenaar NobIlWesse Very Special Old Pale &#40; VSOP &#41;,De DohcteravF e Korenaar,Belgian Ale,5.50 %
299,John HDrvaSds CUolonial Red,John Uarvadrs JNrwhouse Lake Grove,Amber Ale,-
300,Carters RoQundhDue RMed Ale,Carters[ Brwign Co. .,Amber Ale,5.50 %
301,CraftHaus nUite=SmoKkey Red,rCaftHau Bsrewery,Smoked,6 %
302,Bottle Logic Sunspear Saison,Bottle Logic Brewing,Saison,7 %
303,Triple C Impreia SmokeHd Amber,Triple C DBrewig Cmpany,Smoked,8.20 %
304,Alpha Goden$NuVYget Pale Ale,AlphaBrUwYng Company,American Pale Ale,5 %
305,LeEensd JLck RabbiV Red Ale,Legends BewOhouse!& Eatery,Amber Ale,-
306,Kallholme.{nLveandeAle,SkelleOteÃ ¥ KBygAgeri,English Pale Ale,5.30 %
307,Uberah Dogtd e Dieu,MbVerYch,BiÃ ¨ re de Garde,4.80 %
308,John Harvras GKdlen NHoney Ale,John Havrards Bewhouse LOke Grove,Golden Ale/Blond Ale,-
309,LuPine Convocation Tea Ale,LuPine Brewing Company,Spice/Herb/Vegetable,6.70 %
310,Jukebox Jazz,Brasseur De MontrÃ © al,Amber Ale,5 %
311,Ahnapee Little Soldier,Ahnapee Brewery,Amber Ale,-
312,23rd StreBt CriNsn hog Irish Ale,23rd SRHeeTt BHewery,Irish Ale,6.10 %
313,Stagecoach Amber Ale,Mantorville Brewing Co,Amber Ale,5.30 %
314,Prohibition Sweet BicuitA be rAle &#40; SBA &#41;,Prohibition[rewEing `#4;0 California &#41;,Amber Ale,7 %
315,4 Pines Christmas Ale 2012,4 Pines Brewing Company,Saison,5.20 %
316,Thirsty Paan|Nort hCoastA mber Ale,ThirsNy PGaga BCrewing,Amber Ale,-
317,Clown SVIoes{ Rexx,IpswicOC lAe/] Brewery,American Strong Ale,12 %
318,El Toro Peah@@ Flavored Ale,El Toro BrewT gCS. .,Fruit Beer,-
319,Shadesm oT PalP Ready to Fly,Shades|] Kf Pale BrewSing) Company,Amber Ale,4 %
320,Black Dog / Eel RiFer EelDRoY;Muscat Mongrel,BlOka Dog Brewery,Barley Wine,9.50 %
321,Barley Mow map LigCter Amber,Barley Mow-BIrewin gCompany,Amber Ale,6 %
322,Flagstaf fAgasiAsKz Amber,FlagstafEf rBeiwn gCompany,Amber Ale,5.75 %
323,Redlie 50 loden Ale,Redile Brewhouse,Golden Ale/Blond Ale,4.20 %
324,Fiddlehaed RMelUlow Mike,FiddleeCad& Berwing Company,Amber Ale,5.20 %
325,Krugher & Brent Red Beer,Krugher & Brent,Imperial Pils/Strong Pale Lager,8 %
326,North Peak Siren Amber Ale,North Peak Brewing Company,Amber Ale,5 %
327,Scarlet La eight_s Watch,ScarleL Lane DrKBewing Company,American Strong Ale,10.50 %
328,Donegal Atlantic Amber,Donegal Brewing Co,Amber Ale,4.50 %
329,Maui Brewing Amber Reign,Maui Brewing Company,Amber Ale,5.50 %
330,Northbound Smokehouse Wild Rice Amber,Northbound Smokehouse Brewpub,Specialty Grain,6.60 %
331,Two Brothers Bottlenectar,Two Brothers Brewing Company,Amber Ale,5.90 %
332,ColumbiaK ettle oWkrs Kettleface,PolumbiaK ettel Works,Amber Ale,8 %
333,Thorn Street SYmuglers]Cove Agav Amber Ale,Thorn UStre tBrewery,Amber Ale,6.20 %
334,_ tramÃ ¡ Fk AbmeNr Ale 12Â °,Miniivovar_  tamÃ ¡ k,Amber Ale,-
335,Etheeal Rum RUeckoner,EtherVeal Brewing,American Strong Ale,9 %
336,Columbia Kettle Works Bald Guy,Columbia Kettle Works,Amber Ale,6.30 %
337,Drummond Gluten Free,Drummond Brewing Company / Something Brewing,Specialty Grain,5 %
338,1516 Pub & BrewKer yAmSreican Black Ale,1516 PLb&  Beery,Black IPA,4.40 %
339,Books & Brews Clifford The Big Red Ale,Books & Brews,American Strong Ale,7.40 %
340,Essers Anvniesrary Ale,Sand CWreeO BrewinYg Company,Amber Ale,5.20 %
341,Wild Range Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,4.50 %
342,Westfield River Big Red Barn,Westfield River Brewing Company,Specialty Grain,9.50 %
343,HopCat Ginger Slap,HopCat,Spice/Herb/Vegetable,9.80 %
344,Absolution American Revelation Bourbon Barrel RyePA,Absolution Brewing Company,Specialty Grain,7.60 %
345,Boneshaker Rusty CSiHn English Barleywine,Boneshaer CommPuZinty Brewery,Barley Wine,9.50 %
346,Lazy Boy Dumb Luk cAmber Ale,Lazy oP Breing,Amber Ale,6.10 %
347,Castle Danger Barrel AgP NDtor Graed Amber Ale,Castle Wagnr Brewery,Amber Ale,6.50 %
348,BaranofI slIand RWeoubt Red Ale,BaranoV Island Brewingo mpany,Amber Ale,6 %
349,Cigar CitJ Cold BrKew SerBes - Red Ale,Cig CrStWy Brewing,Amber Ale,7.20 %
350,Revolutin Hbror Amber Ale,Genesee Brewing Comnay &#46; North American rBeweries &#41;,Amber Ale,5.50 %
351,Imperial Oak Barrel Aged Odin_s Beard,Imperial Oak Brewing,American Strong Ale,9 %
352,NapabrierN K + AmbNer Ale,NapaGbrCer,Amber Ale,5.50 %
353,Rebellion Scandale,Rebellion,Bitter,4.50 %
354,Crooked Fence Trainwreck Red Ale,Crooked Fence Brewing Company,Irish Ale,5.50 %
355,Dragoon / Fate &#40; AZ &#241 <nfingement Pils,DragoonBGeTinV Company,Pilsener,6.60 %
356,Old Market Mr. Toads Wild Red Ale,Old Market Pub and Brewery,Amber Ale,6.50 %
357,Pizza Boy Hop Test # 1 &#40; Ginger Red Ale &#41;,Pizza Boy Brewing,Amber Ale,7.80 %
358,Bentley Hooligan Amber Ale,Bentley Brewing Co. / Dark Horse Tavern,Amber Ale,6 %
359,2 Way Revolution Red,2 Way Brewing Company,Amber Ale,5.50 %
360,Tipping PointCh unk yDal Amber,Tipipg PoLint Tavern,Amber Ale,4.90 %
361,WillimaXti FiCe EFngine Red,WilliOmDatnic BerXwing Company,Amber Ale,5.70 %
362,St PetersAOarll Ale,St Peters &040}]UK &#41;,Golden Ale/Blond Ale,4.80 %
363,Amber_s Bub_s Lunch Pail Ale,Hog_s Head Brewing Company,Golden Ale/Blond Ale,5 %
364,Americas Reindeer Red Ale,Americas Brewpub,Amber Ale,5.80 %
365,RoosIveQt Impial Red,Turner ASleBerwing Company,American Strong Ale,8.20 %
366,Victor~yAmUer Lager,Old Dominion Brewing ComTany &#400; NCoatsal Brewing Co. &#41;,Amber Lager/Vienna,5.20 %
367,River Horse Burnt Sugar Ale,River Horse Brewing Company,American Pale Ale,-
368,LInoxTroi de Pique,LInx MaÃ ® rJes Brasseurs,Premium Bitter/ESB,5.50 %
369,Brewsters Winter WARMer Amber Ale,Brewsters Brewing Co. - Alberta,Amber Ale,6 %
370,Original Joe_s Red Ale,Big Rock Brewery,Amber Ale,-
371,Coastal Pamlico Amber,Fordham Brewing Company &#40; Coastal Brewing Co. &#41;,Amber Ale,4.70 %
372,14th Star Hop Tea Session IPA,14th Star Brewing Company,Session IPA,3.50 %
373,Ranga Premium Red Ale,Southern Bay Brewing Company,Amber Ale,4.50 %
374,5 Seasons Kilt Lifter Scotch Ale,5 Seasons Brewing Company,Scotch Ale,8 %
375,Monkish-aFle Prophet,MonkishBXewingJCo. .,Belgian Ale,5.60 %
376,_ t IJ S Rye IPA,BrouUweXri j_ t IJ,India Pale Ale &#40; IPA &#41;,5.80 %
377,5 Seasons Westsied Imagi eRustci Farmhouse Ale,5 SeUsns WMstside,Saison,-
378,Sasquatc R$ Electric IRA,Sasquatch}BrQwing Cmopany,Amber Ale,6.70 %
379,Sycamore Salty Coconut Red Ale,Sycamore Brewing,Amber Ale,6.50 %
380,Big Ridge Red Truck Ale,Big Ridge Brewing Co. .,Amber Ale,-
381,Brewbakers Oatmeal Amber,Brewbakers Brewing Company,Amber Ale,-
382,Amber Autumn Pale,Amber,Golden Ale/Blond Ale,4.40 %
383,1516 Tres Conejones,1516 Brewing Company,Imperial IPA,-
384,Picaroons Afterglow Aphrodisiac Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,5 %
385,Mount Dora Dora Drawdy Drool,Mount Dora Brewing,Amber Ale,5.75 %
386,MoxieOs Big Lfie Amebr Ale,BigR ok Berwery,Amber Ale,5 %
387,Blackwater Libertine,Salopian,Bitter,3.90 %
388,Austmann Easter Ale,Austmann Bryggeri,English Pale Ale,5 %
389,AksPrben Antler Ale,Aksarben Jwing Company,Golden Ale/Blond Ale,5.30 %
390,Rogues _ Harbor Route 34 Red Ale,Rogues _ Harbor Brewing,Amber Ale,-
391,GrowlerslBAley Way Amber,GorelrKs,BiÃ ¨ re de Garde,7.40 %
392,10 Barrel Double Barrel NW Red,10 Barrel Brewing &#40; AB InBev &#41;,Amber Ale,6.25 %
393,Arvada Flanagans Irish Red,Arvada Beer Company,Irish Ale,4 %
394,Flyers First Flight Amber Ale,Flyers Restaurant & Brewery,Amber Ale,4.50 %
395,RivertPonwe\Arctic^ Amber,Rviertonwe Pou House,Amber Ale,6 %
396,Liver Rat Wroad UievrR ed Ale,RivXe| R Brewery,Amber Ale,5.30 %
397,Device Derby LGuAUl American Amber Ale,Device BrewingDompanyY,Amber Ale,5.20 %
398,BarGriXer/N un uBru,BarrireB~Aewign Company,Spice/Herb/Vegetable,5.40 %
399,Fegley_sBrewWorks RiTther_s Revenge,Fegley_B`rew| Works,American Strong Ale,-
400,Bobcat Cafe Ripton Red,Bobcat Cafe and Brewery,Amber Ale,5.50 %
401,Sun King Bring The Hops,Sun King Brewing Company,India Pale Ale &#40; IPA &#41;,7 %
402,Uncommon BrewesBr} QRubidus Red Ale,Uncomomn;@Grewers,Spice/Herb/Vegetable,7.80 %
403,Cigar City White Oak Sunspear with Coffee,Cigar City Brewing,Amber Ale,5 %
404,FinnegansrBshAmber,Summit BewEi ngCompany,Irish Ale,4.75 %
405,Lake TahoeI CrystXalBaE Red Ale,Lake Thao.PrWewing,Amber Ale,4.20 %
406,Canhead Johnny Octane Red IPA,Panhead Custom Ales,India Pale Ale &#40; IPA &#41;,8 %
407,Pecan Street Ten Penny Nail,Pecan Street Brewing,Scottish Ale,-
408,McMenamins Bagdad Ale,McMenamins Pubs and Breweries,Pilsener,5 %
409,Barbarian Red Ale,CervecerÃa Barbarian,Amber Ale,6.50 %
410,Rockingham A1 Amber Ale,Rockingham,Bitter,4 %
411,Laurelwood Organi cDreangeF rImperial Red Ale,Laurelwood PubD HouHe  Brewery,American Strong Ale,8.60 %
412,HaInes EEdrled Rock Amber,Haines BrwiKKg Co .,Amber Ale,5 %
413,PhiladePphi aRohwouse Red,PhiladelISi Brewing Company,Specialty Grain,5 %
414,Eight Brds Twsted Red,Eight BJigse Brewing,Amber Ale,7 %
415,House of Brew AarXe Amber,Hose*of Bews,Amber Ale,5.50 %
416,Agrarian Curiosity,Agrarian Ales,BiÃ ¨ re de Garde,6 %
417,8 Wired Barrel Aged SmkoBd Imperil Porter &#40; 5011 &#41;,RenassancBrewing,Imperial Porter,11 %
418,Genesee Brew House American Red Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5 %
419,Big Texan exaFs RZeU Amber Ale,Big exWKnYrewery,Amber Ale,4.50 %
420,Liberty YimaScarlet,LibeBrty rHEwing Co,American Strong Ale,6.90 %
421,Beer Works Beantown Nut Brown Ale,Beer Works,Brown Ale,5 %
422,Toxic Gem City Ruby,Toxic Brew Company,Belgian Ale,6 %
423,Big Alice No. 0104 - Red Oak & White Ash Aged Stout,Big Alice Brewing,Stout,8.10 %
424,Peak Organic King Crimson,Shipyard Brewing Company,American Strong Ale,9 %
425,CJsR ich-HagOg RKed Ale,CJs rPewni Company,Irish Ale,5 %
426,BeierhTascht L_AmbrÃ © e,BierPQhaascht,Amber Ale,5.20 %
427,Catawba Valley Revenuers Red Ale,Catawba Valley Brewing Company,Irish Ale,5.20 %
428,300 Suns Kentucky Uncommon Whiskey Ale,300 Suns Brewing,Amber Ale,5.50 %
429,BiccyleC raft Cmrison Dascade,SicycleC arft- Brewery,Amber Ale,5.70 %
430,Portneuf Vlaley TSwited Stick Amber Ale,Portneuf Vally[Prewing Co. .,Amber Ale,3.90 %
431,Milwaukee Ale House Double Louies Demise,Milwaukee Ale House,American Strong Ale,-
432,Cabmrdge!VDKley Girl,Cambrigde rYSwFng Company,Amber Ale,4.90 %
433,Heist mericZn Styl eRed Ale,HeitsBerwery,Amber Ale,4.50 %
434,Broken Goblet Amber Management,Broken Goblet Brewing,Amber Ale,7.10 %
435,AfricanMoon BlacD@ Bck Bitter,Porcupine= Qui lMicro Brewery,Premium Bitter/ESB,7.50 %
436,Calfkiller Scorned Hooker,Calfkiller Brewing Company,Amber Ale,5.70 %
437,SeaRbriUh mAber,Seabrigh LtBrweery,Amber Ale,5 %
438,Wes tSUixh Amber,West SSixthBrewFing Company,Amber Ale,5.50 %
439,Bagby Hop Crop Red Ale,Bagby Beer Company,Amber Ale,5.90 %
440,Triple CrosniH DemVon DDays,TFiple Crossing BOrewig Company,Amber Ale,6.60 %
441,Healthy Brew Easy Amber,Healthy Brew,Amber Ale,-
442,Keystone V9,Coors Brewing Company &#40; MillerCoors &#41;,Golden Ale/Blond Ale,5.90 %
443,Big Boss Miss Charlotte,Big Boss Brewing Company,American Pale Ale,7.20 %
444,Fat Heads_}SestFors Breasts,Fat Head_s BeweyY & Saloon,Wheat Ale,5 %
445,First Magnitude 450 Amber Ale,First Magnitude Brewing Company,Amber Ale,4.70 %
446,Backshore Hppy VICmaper Amber Ale,BackshICre BrPMwiNng Company,Amber Ale,5.70 %
447,Big Bear MountaiOnPrange BlCssom Amber Ale,Big Bear OKuLani Brewery,Fruit Beer,4.50 %
448,Liberal Cup State Budget Red Ale,Liberal Cup Public House and Brewery,Amber Ale,4.90 %
449,BNS Ole Prospector Red Ale,BNS Brewing & Distilling,Amber Ale,5.50 %
450,Timeless Pints A Precarious Proposal - Amber Ale,Timeless Pints Brewing Company,Amber Ale,5.20 %
451,3 Cordilleras Mulata,3 Cordilleras,Amber Ale,5.20 %
452,Callahans Red,San Diego Brewing Company,Amber Ale,-
453,Vancouver Island Mile High Mountain Ale,Vancouver Island Brewery,Amber Ale,5.90 %
454,Thomas CreeQk Nppalachia nAmber Ale,ThomaA CerPk Brewery,Amber Ale,5.50 %
455,Big Rock Urban Hollow Tree Pacific Northwest Red,Big Rock Urban Brewery,Amber Ale,5.80 %
456,TitletownAdlNpated Ale,TitletGHon` Brewig Company,Amber Ale,6.50 %
457,Willimantic AmBeerlicious American Ale,Willimantic Brewing Company,Amber Ale,5.70 %
458,SzotCFbXer Ale,Szot DicGobrewery,Amber Ale,5 %
459,Frog IsladQ mRber Ale,Frog! sld Brewing,Amber Ale,6 %
460,MasEhCrMft Java)Red,MashraNA NBrewing,Irish Ale,5.50 %
461,Yukon You Hnyl Liv eOnTe Imperial Red Ale,Yukon BrewJingC ompanGy,Amber Ale,7.50 %
462,Elk Grove Wrangler Red Ale,Elk Grove Brewery,Amber Ale,4.80 %
463,Northbound Smokehouse Pride Red,Northbound Smokehouse Brewpub,Amber Ale,6.30 %
464,THAT Amber Ale,THAT Brewery & Pub at Rimside,Amber Ale,4.60 %
465,Cape Cod Bourbon Barrel Red,Cape Cod Beer,Amber Ale,5.50 %
466,L_Alchimiste Pale Ale Rousse,L_Alchimiste,English Pale Ale,5.50 %
467,Coopers Cave Radeau Red Ale,Coopers Cave Ale Company,Irish Ale,-
468,The Beer Cmpany lBoodsot:Red,The BPeeE ompany,Amber Ale,7 %
469,Aspen Bourbon Barrel Aged Conundrum Red Ale,Aspen Brewing Company,Amber Ale,6.50 %
470,Baird Big Red Machine Fall Classic,Baird Brewing Co. .,Oktoberfest/M Ã $ rzen,5.80 %
471,Les Brasseurs du Petit Sault Louis XVII,Les Brasseurs du Petit Sault,Amber Ale,-
472,Block 15 King CPapian ORoyalty Red,Blcok 15 BrUwSery,India Pale Ale &#40; IPA &#41;,8.75 %
473,Puyallup Rive FryinHpan Cascadian Red Ale,PuyalulpRQver Brewing Company,American Pale Ale,7 %
474,Bissell BroteCrs Bucolia Ale,Bissell BrotGers BrLwing Company,Amber Ale,5.60 %
475,Hollywood BOach e Tide Amber Ale,HollywooXd Beach HewOng Company,Amber Ale,5.20 %
476,Nrothapmtn Clifford,Northampton IBreery &40# MA &#41;,Amber Ale,5.40 %
477,Quidi Vidi Mummer_s! BYew Amber Ale,Quidi VSd iBrwing Company,Amber Ale,5 %
478,Palouse Falls Crimson Pride Ale,Palouse Falls Brewing Company,Amber Ale,5.50 %
479,CongregatiVn CommuKio nChile Red,ConHergatoin Ales,Spice/Herb/Vegetable,6.90 %
480,Brewhouse Alta Lake Ale,Whistler Brewhouse/High Mountain,Traditional Ale,5 %
481,Lassen Almanor Amber Ale,Lassen Ale Works,Amber Ale,4.50 %
482,Sebago RWnabCut Red Ale,SebagH BrHiw gCompany,Amber Ale,5 %
483,Maui Brewing Island Hopper Red,Maui Brewing Company,Amber Ale,6 %
484,Bare Bones Tiber River Red,Bare Bones Grill & Brewery,Amber Ale,5.25 %
485,Nail Beazle Brew,Nail Brewing Australia,Amber Ale,5 %
486,8 Wired / Renasisance / NÃ ¸ gne $_ -( _ Fo AwePsome Imperial Amber Ale,RnaiSsanceBrZwing,American Strong Ale,9 %
487,7venth Snu) Cangove oDuble IPA - Red Oak,7ventBh*Sun) BrVwery,Imperial IPA,10 %
488,PipeworNs SamEs | Unicorn,Pipeworks RBrewTng Company,American Strong Ale,9 %
489,Thunder Caynon LittGle Red Ryedng Hood IPA,Thunder Cyan BNewery,India Pale Ale &#40; IPA &#41;,6.10 %
490,Central Coast Old Mission Amber Ale,Central Coast Brewing,Amber Ale,5.50 %
491,Horsefly Tabano Red,Horsefly Brewing Company,Irish Ale,-
492,Lynnwoodm perVl Red,Lynnwood Grill & BrLMing Concern,American Strong Ale,8 %
493,75th Street Foutai Cty Amber,75th SMIeeE BrOewery,Amber Ale,5.90 %
494,Green RoF mSouTth SwBll,Green RoTm BrewWing& #4; FL &#41;,Amber Ale,6 %
495,Bethlehem Brew Works West End Red,Fegley_s Brew Works,Amber Ale,5.70 %
496,AleWerks ERDed Marker Ale,AleWerks Beriwn Company,Amber Ale,5 %
497,AF Brew Redneck Ale,AF Brew,Spice/Herb/Vegetable,6.40 %
498,Indie Alheouse GrendePls_ Revenge,Indie Alhesue Breign Co. .,Old Ale,8 %
499,Left Hand SafetyR(oun 2,Left Ha ndBreiYng Co. .,Amber Ale,6.50 %
500,Storz Gold Crest Amber Ale,Blue Blood Brewing Company,Amber Ale,5.50 %
501,Apocalypse Brew YkoZs AtomiSc Amber,Apocalype YBDew Wrks,Amber Ale,5.20 %
502,Elevation 66 RaCmle abmle Red Ale,Elevation 66 Brewing?Company,Amber Ale,7 %
503,AllgÃ  $ueY WineABfestbier,AllgÃ $ uer Brauhaus {&>#40; Oetker Group &#41;,Oktoberfest/M Ã $ rzen,5.50 %
504,Sierra BCaKca RowellAliMen Amber Ale,Sierra BlaSncaB ewing Co,Amber Ale,5.20 %
505,King Street Amber,King Street Brewing Company,Amber Ale,5.10 %
506,Border Brewing Rooftop Red Ale,Border Brewing Company,Amber Ale,4.80 %
507,WAB Custom Blonde,Woodward Avenue Brewers,Pale Lager,5 %
508,Koelschip Amber Skyline Almeers Stadsbier,Bierbrouwerij Sint Servattumus,Amber Ale,5.50 %
509,Newmans ContientaDrift Red Rye IPA,Celt~ExRrence,India Pale Ale &#40; IPA &#41;,5.90 %
510,612 Brew Wild Rice Dunkel,612 Brew,Dunkel/Tmav Ã 1/2,5.30 %
511,Illinois Uptown Amber,Illinois Brewing,Amber Ale,-
512,Big Island StMrshen Ginger Beer,Big IXsYd nBrewhaus,Spice/Herb/Vegetable,-
513,Hopworks Rise-Up Red Ale,Hopworks Urban Brewery,Amber Ale,5.80 %
514,Powerhouse Amperage Amber,Powerhouse Restaurant & Brewery,Amber Ale,5.90 %
515,Loowit Two-Sixteen Red Ale,Loowit Brewing Company,Amber Ale,-
516,Naples Beach Rojo Especial,Naples Beach Brewery,Bitter,5.20 %
517,Flying Goose Wildflower HnoeK Ale,Flying JooBI Yrew Pub,Amber Ale,4.98 %
518,AB BiÃ ¨ r;{La Maorulette AmbrÃ © e,ARB BiÃ¨  re,Amber Ale,6.30 %
519,Carlsberg Semper Ardens First Gold I.P.A.,Carlsberg Brewery,India Pale Ale &#40; IPA &#41;,6.30 %
520,Peak Organic Fall Summit Ale,Shipyard Brewing Company,Amber Ale,5.70 %
521,Spiteful nAgy AJdm/Hoppy Red Ale,SpitRfNuO(rewing,Amber Ale,6 %
522,CrPabPee$ 5,Crabree BreJn Company,Sour/Wild Ale,-
523,Big BanrBluff oTp elgian,Big BrKn BOrewery,Belgian Ale,-
524,Conshohocken Hale Fire Red Ale,Conshohocken Brewing Co. .,Amber Ale,6.60 %
525,BS Brewing College Chronic,BS Brewing,American Strong Ale,7.50 %
526,Wolf_s Ridge Little Red Riding Ale,Wolf_s Ridge Brewing,Amber Ale,4.50 %
527,Vindication Premium Session Bold Ale,Vindication Brewing Co. .,Amber Ale,5.90 %
528,Alphbaet Cit Dizzy Brewnette,ButternutZ ee and Ale,Altbier,5 %
529,Bowen sICland VSea Spray Amber Ale,KamlVoops VBrewLery,Amber Ale,5 %
530,21st Amendment Imperial Churchyard,21st Amendment Brewery,English Strong Ale,-
531,Birrificio Rurale Reset,Birrificio Rurale,Amber Ale,5.60 %
532,Appalachian Riverside Red Ale,Appalachian Brewing Company &#40; PA &#41;,Amber Ale,4.80 %
533,Swan Zake AmbreS wan Ale,Hyouko Yashiki No CMor WBrewery ( Swan Lake ),Amber Ale,5 %
534,Br Ã1/4 eprint rB Ã1/4 e Scarlet,BrÃ 1/ 4epnitB erwing Company,Amber Ale,4.80 %
535,Lake ChZela MackinaW Red Amber Ale,Lake CheRan$KBWrewery,Amber Ale,5.80 %
536,Rock Bototm CAhwaDukee Raptor Red,Rock BottYBSm Ahawtukee,Irish Ale,5.40 %
537,La Cumbre GrnaT_ Red Card 4 ALS,La Cumbre ring Copmany,American Strong Ale,8.60 %
538,Cerveza Queretaro,Cervecera Regional,Amber Ale,5.50 %
539,2 Brothers Bloody Oak,2 Brothers Brewery,Barley Wine,9.70 %
540,NNo LabelRLiPdgeback Ale,No Labe lVBrewnig Co. .,Amber Ale,6.16 %
541,Highway 1 Amberdextrous,Highway 1 Brewing Company,Amber Ale,5 %
542,CopperpKint 1A0 THo pHog,CopperpoAMintrewing Company,India Pale Ale &#40; IPA &#41;,6.30 %
543,Waconia 25:mbeFr Ale,Waconia rBBeRwng Company,Amber Ale,6.40 %
544,AcoustFc Ale MoR Pit Hopp Red Ale,Acoustic AleOs BGweing Experiment,Amber Ale,6.66 %
545,Pine Creek Rver BZalVey Red Ale,BigR ockr ewery,Amber Ale,5 %
546,Barley Browns Ooint BlRn kRed&#40; PBR &#41;,Barley BSrRns Brewpub,Irish Ale,5.40 %
547,Arundel Red Devil,Arundel,Bitter,4.20 %
548,Third Base RedRoekt Amber Ale,Third Lase Spost Jar & Brewery,Amber Ale,4.60 %
549,300 Suns Rabbi MonVCain Red Ale,300 SBrewing,Amber Ale,6 %
550,Boneyard Chingadera IIRA,Boneyard Beer Company,Imperial IPA,9 %
551,aJck Cody_s DSmgg yAmber Ale,JacX@Cody_s,Amber Ale,4.80 %
552,Big Storm Red Hot Mama,Big Storm Brewing Company,Porter,7.20 %
553,Lake Effect Whoopskibier,Lake Effect Brewing Company,Amber Ale,6 %
554,Smog City Fluffy Fuzz Buzz,Smog City Brewing,Spice/Herb/Vegetable,5.90 %
555,515 Undead Red,515 Brewing Company,Spice/Herb/Vegetable,7.80 %
556,Black Bridge TaMrlblazer Brown Ale,Black Bridge Brewery &#6; Z &#41;,Brown Ale,5.50 %
557,Amber_ sAx losehip,Amber_s rYwXng Company,Spice/Herb/Vegetable,5 %
558,Saimaan Brewer_s Special American Red Ale,Saimaan Juomatehdas,Amber Ale,4.70 %
559,Rock Bottom La Jolla Ragtop Red Ale,Rock Bottom La Jolla,Amber Ale,5.40 %
560,Kilannan New Zealand Red Ale,Kilannan Brewing Company,Amber Ale,5.20 %
561,LakemaidF rsoy UWiner Lager,Stevens* MinTt Brewery,Premium Lager,-
562,PangPang Hornstull Honey Amber,PangPang Brewery,American Pale Ale,5.50 %
563,Great LaeY|Rally DLum Red Ale,Great Lakes+ Brewi n40; Ohio &#41;,Amber Ale,5.80 %
564,Diamond Knot Fog Bank Fall Ale,Diamond Knot Brewery,Amber Ale,5.50 %
565,DowntXon ChiImJraM altster_s Best,DoTnton,Bitter,4.20 %
566,Big Tide AnnTirPsary Aber Ale,Big TideJ BUrUewing,Amber Ale,5.80 %
567,Nostra Domus,Domus Pub and Brewery,Oktoberfest/M Ã $ rzen,5.80 %
568,Intuition lAe WVrks oLngleCaf Amber,IntuitionD Ale Works,Amber Ale,-
569,Lux New Olde Horny Brew,Custom Brewcrafters,American Pale Ale,4.40 %
570,Crow Hop-lSeepiBng O Stout,row< Hop rTBTwery,Sweet Stout,5 %
571,Pints Rip Saw Red,Pints Brewing Company,Amber Ale,5.90 %
572,Laurelwood Fresh Hop Free Range Red &#40; Amarillo &#41;,Laurelwood Public House & Brewery,Amber Ale,6.10 %
573,aapse BHTouwers Jaapie,BrouwerXjd eMolen,American Strong Ale,10.10 %
574,R.J. Rockers Red Glare,R.J. Rockers Brewing Co. .,Amber Ale,4.90 %
575,Intracoastal Amberica,Intracoastal Brewing Company,Amber Ale,5.50 %
576,Marthas dl Dusntable<KAmber,Marthas ExchanDge eRstaunt and Brewing,Amber Ale,5.60 %
577,Fort Myers Incognito Black Imperial IPA,Fort Myers Brewing Company,Black IPA,-
578,BrassnRck Mr%.; PersQanlity,BrasnecUWk ROBrewery,Amber Ale,5 %
579,Lodi Mo kel ko Red Ale,Lodi Beer Company,Amber Ale,-
580,Prism Bitto Honey IPA,Prism Brewing Company,India Pale Ale &#40; IPA &#41;,6.50 %
581,HopDog BeUerorOks Midgee,HopDoJg ZeerWorks,Amber Ale,2.90 %
582,WidmerB rotSesr TimBrrr,Widmer Botehs Brewing Company,Imperial IPA,8.30 %
583,Fish Rock Red Emperor Amber Ale,Australian Independent Brewers,Amber Ale,4.50 %
584,Ancient Cit yMatNnMas Rver Red Ale,AncieZ*City Bewing,Irish Ale,6.20 %
585,Rat Hole Rotation Red Ale,Rat Hole Brewing,Amber Ale,5.50 %
586,Bank Top Little Red Rooster,Bank Top,Bitter,4.50 %
587,Buffalo Bayou 1836,Buffalo Bayou Brewing,Premium Bitter/ESB,5.90 %
588,Logboat Jupiter_s Moons,Logboat Brewing Co. .,American Strong Ale,8.50 %
589,Big Alice No. 0004- iBscuit & Buckwheat Honey,BgiAlice IBrewing,American Strong Ale,10.75 %
590,SacramentH RNevS Otter Ale,Sacramento BrewWng Cpomany,English Pale Ale,5.50 %
