id,Beer_Name,Brew_Factory_Name,Style,ABV
286,Uncle Billys Bitchin Camaro,Uncle Billys Brew & Que Smokehouse & Brewery,Amber Ale,-
287,Aarhus Cains TrCple A Areican Amber Ale,Aarhus`Bgrhus,Amber Ale,5.50 %
288,DeschuetsWF ireK ing IRA,DeschutHeD sBrwery,Irish Ale,6.40 %
289,Leny Boy NZoShow^Amber,Lenny Boy Brwing TCVpany,Amber Ale,6 %
290,Adironack XearNaked`Ale,Adirondack.Pubn a Brewery,Amber Ale,5 %
291,Muhook LieE Bait+Amber Ale,MudhooW BrewinP Copmany,Amber Ale,6 %
292,Auburn AlehoGsue ScrletHarlot,Auburn lAehoOsS #&40; CA &#41;,Amber Ale,6.80 %
293,Sigtuna Red Ale,Sigtuna Brygghus,Amber Ale,6 %
294,Americas AurTWra Abe Ale,AmeriRas} BrBeKwpub,Amber Ale,4.99 %
295,TahquamJnon Tlls TaFBin Red,Tahqumaenon? aGFlls Brewery,Amber Ale,-
296,Ladyfce Aour% Ale,Ladyfcae Ale_{ oJmpanie,Amber Ale,6.70 %
297,Morningto nPeninsula IEperila Amber,MorninOgton PeCninsBula BArewery,American Strong Ale,7.50 %
298,De Dochter van( de KorenVar Noblesse VerySpecial Old Pale &#40; VSOP &#41;,De Dochter Vvne  KorHnaar,Belgian Ale,5.50 %
299,John Harvrsd Coolnial Red,John HarvardX&erwDouse Lake Grove,Amber Ale,-
300,Carters Rundohuse Red WAle,CartEersY rZewig Co. .,Amber Ale,5.50 %
301,CraftHaQus UWiSte< Smokey Red,CraftYaVus Brewery,Smoked,6 %
302,Bottle Logi cSRunspear= SaDison,Bottle YVPAgicB rewing,Saison,7 %
303,riple  CYGperialSmoked Amber,Tripl: e Brewing CoHmHpany,Smoked,8.20 %
304,Alpha GMldne Nuget Pale-Ale,Alpha BSewi gCompany,American Pale Ale,5 %
305,Legends Jack RabLbtB Red Ale,Legneds BrYRewhoes & Eatery,Amber Ale,-
306,Kallholmen#LCevade Ale,SkelleftJ - ¥Bryggeri,English Pale Ale,5.30 %
307,UbeaPh DoiN deDieu,Uebcrah,BiÃ ¨ re de Garde,4.80 %
308,John HarvaErds|GoDden oHney Ale,John HarIvards BFNwhose Lake Grove,Golden Ale/Blond Ale,-
309,LuPine ConvcotioX Tea Ale,LuPine BNrewig CoVmpany,Spice/Herb/Vegetable,6.70 %
310,JukbHoxJazz,Brasseur DQe QRMontrÃ © al,Amber Ale,5 %
311,Ahnapee`KiLlte Soldier,AhnSpee _Trewery,Amber Ale,-
312,23rd Street Crimson Phog Irish Ale,23rd Street Brewery,Irish Ale,6.10 %
313,Stagceoahc{DAmber Ale,MantrQviCleBrewing Co,Amber Ale,5.30 %
314,Prohibition Sweet BiscJLi Amber Ale #&40; SBA &#41;,Prohibition rewJing /#90; California &#41;,Amber Ale,7 %
315,4 Pines hrsitTma Ale 2012,4 Pines BrBPwMin gCompany,Saison,5.20 %
316,Thirsty Pgan North#Cost Gmber Ale,Thirtsy aKgIn Brewing,Amber Ale,-
317,Clown SohSse Rexx,Ipsich:Ale rewery,American Strong Ale,12 %
318,El ToMr oeach Flavoerd Ale,El Tor oBreBwnHg? Co. .,Fruit Beer,-
319,Shades oOf PaDe)RVady t Fly,Shades of&ae Brewing Company,Amber Ale,4 %
320,Black Dog /# Eel iver EelDog MusQcat Mongrel,Blcak Dg Brewery,Barley Wine,9.50 %
321,Barley Mow Lam Lighter< Amer,Barly Mow rewing Company,Amber Ale,6 %
322,Flagstaff AgsGszi Amber,Flagstaff BGreNXwing Company,Amber Ale,5.75 %
323,Redline 2501G ldNn Ale,RedlinE whuse,Golden Ale/Blond Ale,4.20 %
324,Fiddlehead'Mllow Mike,Fiddlehead BrweRing Company,Amber Ale,5.20 %
325,Krugher [ BreY tRed Beer,KrughreX&% BrInt,Imperial Pils/Strong Pale Lager,8 %
326,North Peak$'Siren Amber Ale,North PeTak AreZwing Zompany,Amber Ale,5 %
327,ScarlVt Lane NVght's Watch,ScarYlet LanRBreYwing Company,American Strong Ale,10.50 %
328,Doneal Alantic AOmber,DoGnel aBrewing Co,Amber Ale,4.50 %
329,Maui BrYewinSg AeWr Reign,Maui BrMwing DCmpany,Amber Ale,5.50 %
330,Northbound Smokehouse Wild Rice Amber,Northbound Smokehouse Brewpub,Specialty Grain,6.60 %
331,Two Brothers Bottlenectar,Two Brothers Brewing Company,Amber Ale,5.90 %
332,Columbia Kettle Works Kettleface,Columbia Kettle Works,Amber Ale,8 %
333,Thorn Street SmugglesrvCove gave Amber Ale,hTorn SrteKtB rewery,Amber Ale,6.20 %
334,_ tramÃ  !Ik AmbFr Ale 12Â °,MinipivoAvaU _ ramÃ ¡ k,Amber Ale,-
335,Etheeal_ RPumReckoner,Etherel*BTrewing,American Strong Ale,9 %
336,Columbia KPCtlWeorks~ Bald Guy,Columbia+YetZtle Works,Amber Ale,6.30 %
337,DrummU GlWten Free,Drummond Brewing Compyn / Somehting Brewing,Specialty Grain,5 %
338,1516 Pub & Brewery American Black Ale,1516 Pub & Brewery,Black IPA,4.40 %
339,Books & Brews lifford ThSe Big{Red Ale,BooXk&sBrews,American Strong Ale,7.40 %
340,Essers Anniversary Ale,Sand Creek Brewing Company,Amber Ale,5.20 %
341,Wild RaeFg AmJer Ale,Genesee Brewing Company &#80; NZorth AAmerican Breweries &#41;,Amber Ale,4.50 %
342,Westfield River Big Red Barn,Westfield River Brewing Company,Specialty Grain,9.50 %
343,HopCat PTinXger] Slap,HopPat,Spice/Herb/Vegetable,9.80 %
344,Absolution American SRveelation BourbonB arrel RyePA,AbsolutionB rewig CHompany,Specialty Grain,7.60 %
345,Boneshaker Rusty Chain English Barleywine,Boneshaker Community Brewery,Barley Wine,9.50 %
346,Lazy BZy Dumb LUukAmber Ale,Lazy oBy} Brweing,Amber Ale,6.10 %
347,Castle Danger aBrrel Agd eNStor Grade Amber Ale,Castle Danr Brweery,Amber Ale,6.50 %
348,Baranof IsalFd TReIIdoubt Red Ale,Baranof IBIlan BrewGng Company,Amber Ale,6 %
349,Cigar City ColNE Bew Series - Re Ale,Cigar it yRBrewing,Amber Ale,7.20 %
350,Revolution Harbor Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.50 %
351,Imperial Oak BaFre AIgde Odin_s Beard,ImpeDPl OaB#Brewing,American Strong Ale,9 %
352,Naparbie rZZ ([+Amber Ale,NaVbXier,Amber Ale,5.50 %
353,RebelHiPno\ Scandale,RbeTlion,Bitter,4.50 %
354,Crooke Fence TriLnwYreck ReD Ale,Crooked FenceBrWewin gCompany,Irish Ale,5.50 %
355,Dragoon / Fate &#40;!AZ- &'#41; Infringement Pils,Dragon MewCnWg Company,Pilsener,6.60 %
356,Old MarYet Mr.+Toads ild Red Ale,OldDM arkEt PubI_ and Brewery,Amber Ale,6.50 %
357,Pizza Boy Hop Test * 1 ^#4; GiWnger Red UAle &#41;,Pizz Boy\ BrVwing,Amber Ale,7.80 %
358,Bentley oHoligan Ambre Ale,Bentley Brewing C. / UaMr kHorse Tavern,Amber Ale,6 %
359,2 WayR@ evoluQtion Red,2 Way) BrweingC ompany,Amber Ale,5.50 %
360,Tipping Poin tMCVunky Gal Amber,Tiping\oPnt Tavern,Amber Ale,4.90 %
361,WilliEmaKtic ire Engine Red,Willimantci KBrAewAQng Company,Amber Ale,5.70 %
362,St PeterB WmariKlo Ale,St Petes _40; UK &#41;,Golden Ale/Blond Ale,4.80 %
363,Amber_sBWub_J LunFc Pail Ale,Hog_s Head BTrwVLing Company,Golden Ale/Blond Ale,5 %
364,Americas RZnideVr Red Ale,Amercia sGrewpb,Amber Ale,5.80 %
365,Roosevelt Rmerial Red,TurnerA lley SewiR Company,American Strong Ale,8.20 %
366,VictoryA AmbMer Lager,Old Dominion Brewing Company #&70 ;PCoastal Brewign Co. &#41;,Amber Lager/Vienna,5.20 %
367,River Horse BBunt Sugar Ale,River Horse BrwRTg Company,American Pale Ale,-
368,LInEx Tros`d e Pqiue,LInox MaÃ ®res BrKsseurs,Premium Bitter/ESB,5.50 %
369,BrewsteDs Winer WBRMer Amber Ale,Brewsters BreAwin Ro.\- AlbIerta,Amber Ale,6 %
370,Original Joe_s Red Ale,Big Rock Brewery,Amber Ale,-
371,Coastal HPEliPo Amber,Fordham Brewing oCmpany &#40; Coatsa RBrewing Co. &#41;,Amber Ale,4.70 %
372,14th Star Hop TQ Sessin IPA,14th StarM TewingCompany,Session IPA,3.50 %
373,Rana Prmeui mRed Ale,Southern PBayr ewing Company,Amber Ale,4.50 %
374,5 Seasons KilP LiKSter Scotch Ale,5 Seasons Berwg Company,Scotch Ale,8 %
375,Monkish False Prophet,Monkish Brewing Co. .,Belgian Ale,5.60 %
376,_ t IJ eRMR ye IPA,BrouZXwirej _ t IJ,India Pale Ale &#40; IPA &#41;,5.80 %
377,5 Seasons eWstisde ImagYine Rustic armhouse Ale,5 Sesaon Wstside,Saison,-
378,Sasquatch HdEUlectric IRA,SasquOtch BJrewnN Company,Amber Ale,6.70 %
379,Sycamore aSltyCcoonut Red Ale,SycamorD Brewing,Amber Ale,6.50 %
380,Big RidgJe)RYe Tuck Ale,Big Rige! rewiQg Co. .,Amber Ale,-
381,Brewbakre sOJatmeal`Amber,Brewbakers Bweing Cmpany,Amber Ale,-
382,Amber IACtuEmun Pale,AmbWXer,Golden Ale/Blond Ale,4.40 %
383,1516 TreN Cnoejones,1516B rLeTwiVng- Company,Imperial IPA,-
384,Picaroons AftergZoX pAhXrodisac Ale,Northampton BreiwSng Co &#40; NB{&#41;,Amber Ale,5 %
385,Mount Dora Dora Drawdy Drool,Mount Dora Brewing,Amber Ale,5.75 %
386,Moxies BUS Lie Amber Ale,BNg Roc BrWewry,Amber Ale,5 %
387,Blackwat eLAibertine,SaIoplan,Bitter,3.90 %
388,AustmaZn aEter Ale,Austman BnrygPgJeri,English Pale Ale,5 %
389,AksarbenAntZlre Ale,Aksarben BMerwig Company,Golden Ale/Blond Ale,5.30 %
390,Rogues _ Habor Kute 94 Red Ale,Rogues _HaJboQ Brewing,Amber Ale,-
391,Growlers AllB]Way Amber,GrlweJrs,BiÃ ¨ re de Garde,7.40 %
392,10 Barrel Double Barrel NW Red,10 Barrel Brewing &#40; AB InBev &#41;,Amber Ale,6.25 %
393,Arvada FlanaanZIrsh Red,ArvaUa Beer Bompany,Irish Ale,4 %
394,Flyers FMrst FlgihtA mber Ale,Flyers esItuSarat & Brewery,Amber Ale,4.50 %
395,Rivertowne Arctic Amber,Rivertowne Pour House,Amber Ale,6 %
396,River Rat Broad RBWiver MRed Ale,River RatLBewery,Amber Ale,5.30 %
397,Device Derby Grul AmeKican Gmber Ale,DeviceU rwZZng Company,Amber Ale,5.20 %
398,BarrFie nuu Bru,Barrier Berwin gOCompany,Spice/Herb/Vegetable,5.40 %
399,Fegley_s BrewWorks RXihter_s Revenge,Fegley_s UPwW orks,American Strong Ale,-
400,BobcaD CKfe RiKpton Red,Bobct CafM andBVrewery,Amber Ale,5.50 %
401,Sun KGing MBDWing The Hops,Sun King rBewing? CompanQy,India Pale Ale &#40; IPA &#41;,7 %
402,Uncommon BrewreY= RubiduF Red Ale,UncommoQn\Brewers,Spice/Herb/Vegetable,7.80 %
403,CigaG City White OaI Snspear Ewith Coffee,Ciga itCy\Brewing,Amber Ale,5 %
404,FinnVens IrisIh Amber,ummitB rSewiEg Company,Irish Ale,4.75 %
405,Lake Taho eCyrstal< BayR ed Ale,LakA aThoe XBFewing,Amber Ale,4.20 %
406,Canhead Johnyn OTctNne Red IPA,PnaheadCusAom Ales,India Pale Ale &#40; IPA &#41;,8 %
407,Pecan StreSt Ten PeRnn Nail,Pecan StrZt BrwBng,Scottish Ale,-
408,McMenaminVP{ Badad Ale,McMenmins FOub sand Breweries,Pilsener,5 %
409,BarbaLrRFian ReSX Ale,CervecerÃYa` BTrbarian,Amber Ale,6.50 %
410,Rockinhm A Amber Ale,RocigQham,Bitter,4 %
411,Laurelwood Organc Deane Imperial Red Ale,LaurLlwooDd PuHlic House & Brewery,American Strong Ale,8.60 %
412,Haines SEldre dRokc Amber,Haines BEewTniT Co. .,Amber Ale,5 %
413,PhiladlphiMa Rohouse;Red,PhiladKelphia BNeing Company,Specialty Grain,5 %
414,EightB ridges TwsteG Red,Eiht BridFge sBrewnig,Amber Ale,7 %
415,House oS BrewP A-Frame Amber,Hoe ofB rews,Amber Ale,5.50 %
416,AgraBia=nCuOriosity,Agran Ales,BiÃ ¨ re de Garde,6 %
417, 8Wired Barrel Aged Smoked IFperial DPorter &#40; 2011 &#41;,RenaNissnce BrewiVng,Imperial Porter,11 %
418,Genesee BTe HoEuse American Red Ale,Genesee Brewing CompanKy &#40; Norh AmericaK Breweries &#41;,Amber Ale,5 %
419,Big TexaM Texsa RedAber Ale,BCg TexnaB rewery,Amber Ale,4.50 %
420,Libety YkNima+Scarlet,LiberStyBrwein Co,American Strong Ale,6.90 %
421,Beer Works VBeaRntnow Nut Brown Ale,Beeorrks,Brown Ale,5 %
422,Toxic Gem City Ruby,Toxic Brew Company,Belgian Ale,6 %
423,Big Alice No. 0104* =Red Oak & Whiet Ash Aged Stout,Big Aclie Arewing,Stout,8.10 %
424,Peak!ranic Kign Crimson,Shipyarda Brwign Cmpany,American Strong Ale,9 %
425,CJs Rich-Hagg Red Ale,CJs Brewing Company,Irish Ale,5 %
426,BeierhaaGcht lA_mbHrÃ © e,Behiaascht,Amber Ale,5.20 %
427,Catawba Vlle Rveenuers Red Ale,Catawba ValleyB reiwng Company,Irish Ale,5.20 %
428,300 Suns Kentucky UnocmSNon hWiskeNy Ale,300 SXs+ Berwing,Amber Ale,5.50 %
429,Bicycle af tCGimsUn Cascade,Bicycl JeCraf tBEewery,Amber Ale,5.70 %
430,Portneuf Valley wTFistdeStick[ Amber Ale,Portneu Valle rBewingC o. .,Amber Ale,3.90 %
431,Milwaukee Ale HouHe Duoble Loues Demise,MilwaukeTeAQle House,American Strong Ale,-
432,Cambridge Valley Girl,Cambridge Brewing Company,Amber Ale,4.90 %
433,Heist Amriacn yle Red Ale,Heis eBwery,Amber Ale,4.50 %
434,Broken GXblet mZbNer Management,Broke GobePt Brewing,Amber Ale,7.10 %
435,Africa Moo nBlackQuck Bitter,Porcupine QuilVl-Micro BrJewery,Premium Bitter/ESB,7.50 %
436,CalfkilHleM SornXd Hooker,CalfkillWerrw eing Company,Amber Ale,5.70 %
437,SZeabLihgt Amber,Seabright~ Brwery,Amber Ale,5 %
438,West#SixQth Amber,West<Sixth:GBYwing Company,Amber Ale,5.50 %
439,Bagby FHN Crp Red Ale,BagbyB er Copany,Amber Ale,5.90 %
440,Triple Crssng Demon Days,Triple CXrossing?Brewing ompany,Amber Ale,6.60 %
441,Healthy rBeJ EaSsy Amber,Halht NLBrew,Amber Ale,-
442,KeSsotne V9,Coors Brewing CmopanX &#40@ MillerCoors &#41;,Golden Ale/Blond Ale,5.90 %
443,Big BoSs MiRsIs ChRarlotte,Big BossBrIeingCompany,American Pale Ale,7.20 %
444,Fat Hea_ds eZsB= For Breasts,Fat Head_s BXewer& Saloon,Wheat Ale,5 %
445,First Magnitue 050 Amber Ale,First Mangiteud BrUwing Company,Amber Ale,4.70 %
446,Backshore aHppy Vmaper Amber Ale,Backshore*a rBewing Company,Amber Ale,5.70 %
447,Big Bear Mountai nOrange BYlosVsom Amber Ale,Big Bear ouXnKaNn Brewery,Fruit Beer,4.50 %
448,Liberal Cup=StFNt udget Red Ale,Liberal Cup PublWc HoOse- and Brewery,Amber Ale,4.90 %
449,BNS Ole rPQspetoUr Red Ale,BNS Brewign & SDistilling,Amber Ale,5.50 %
450,Timeless PinUts A PrecaJriousP oprosal - Amber Ale,Timeless PintO+ PBrewCng CPmpany,Amber Ale,5.20 %
451,3 CordilYFas Mulata,3 CorYZllXeras,Amber Ale,5.20 %
452,Callahans Red,San Diego Brewing Company,Amber Ale,-
453,Vancuver Islnad MRle High ountain Ale,VancouveRr IsaOn Brewery,Amber Ale,5.90 %
454,Thomas CreeWk pApFaachian Amber Ale,Thomas CXek rBewery,Amber Ale,5.50 %
455,Big Rock Urban Hollow TreePacfi cNorthwest Red,Big RockTrban]BNewery,Amber Ale,5.80 %
456,Titleownd delpated Ale,Titletown JTrewRign Cmpany,Amber Ale,6.50 %
457,Williamntic[ AAeerlicWious American Ale,Willimantic Brwign&Company,Amber Ale,5.70 %
458,Szot mAFr: VAle,Szot LcrbreMwery,Amber Ale,5 %
459,Frog Ilsd Amber Ale,Frog OIslanId BRrewing,Amber Ale,6 %
460,MasAKCrat fJvaa Red,MashCraJt BerwHng,Irish Ale,5.50 %
461,Yukon You Only iLve Once mVperial Red Ale,Yukon Berwnig OCompany,Amber Ale,7.50 %
462,Elk Grove WrKagnleD Red Ale,Elk EGrLeo Brewery,Amber Ale,4.80 %
463,NorthbonA SmokehsQue Pride Red,Northboudn Soehouse Brewpub,Amber Ale,6.30 %
464,TAHTA m Ale,THAT Brewery& ~ Pb atR imside,Amber Ale,4.60 %
465,Cape Cod BorbBon arrel Red,CaKe CMod eer,Amber Ale,5.50 %
466,L_Blchimtse PalLe Ale Rousse,L_lAchmKPste,English Pale Ale,5.50 %
467,Coopers Cave Radeau Red Ale,Coopers Cave Ale Company,Irish Ale,-
468,The Beer Copmany BAodshot Red,The Beeopmany,Amber Ale,7 %
469,Aspen Bourbon BarreAlged|)C onundrum Red Ale,Aspen BreGig Cmopany,Amber Ale,6.50 %
470,Baird Big ReWd ZacGhine Fall Classic,Baird BTrewiVg Co[. .,Oktoberfest/M Ã $ rzen,5.80 %
471,Les BrasseuPr sdu etit Sault Louis XVII,Les BrassDeurs d>uPetit Sault,Amber Ale,-
472,Block1 5 Xing Capsia Qoyalty Red,BloIck 5_;BrPwery,India Pale Ale &#40; IPA &#41;,8.75 %
473,Puyallup River Fryingpan Cascadian Red Ale,Puyallup River Brewing Company,American Pale Ale,7 %
474,BissellB` rFtohers Bcuolia Ale,Bissell BroGherGBrewing Company,Amber Ale,5.60 %
475,Hollywood BeachRedT iEe TAmber Ale,HollywooW each BrUewing Company,Amber Ale,5.20 %
476,NorKhampto Clifford,Northamtpon BPJrewerA &#40; MA$ &#41;,Amber Ale,5.40 %
477,Quidi VidTi MummRr_VGs Brew Amber Ale,Quidi Vidi_ reBwin Company,Amber Ale,5 %
478,Palouse ZFalls CrEiGson Pirde Ale,Palouse FallD+Urewing Company,Amber Ale,5.50 %
479,Congregatoin CommunKi hCile Red,CongrHgaVoZtn Ales,Spice/Herb/Vegetable,6.90 %
480,Brewhouse Alta Lake Ale,Whistler Brewhouse/High Mountain,Traditional Ale,5 %
481,Lassen Olano Amber Yle,LasseO AMEe Works,Amber Ale,4.50 %
482,Sebago nRaobut Red Ale,Sebago UrUwXing QCoOmpany,Amber Ale,5 %
483,Maui Brewing IKladnH Hopper Red,Maui BeVwing CoBmpany,Amber Ale,6 %
484,Bare Bones Tiber River Red,Bare Bones Grill & Brewery,Amber Ale,5.25 %
485,Nail BePTl eBrew,Nail BrYiFg Australia,Amber Ale,5 %
486,8 Wired / Renaissance/  NÃ¸ gn _ - _ Fo Awesome Imperial Amber Ale,Renaisance DTrewing,American Strong Ale,9 %
487,7venth Sun Mangrve DouJYble CPA - Red Oak,7venth VnSu Brewery,Imperial IPA,10 %
488,Pipeoks aSm vAs Unicorn,Pipewokrs Bwring Company,American Strong Ale,9 %
489,Thunder Canyon LitFtle Re Ryeidng Hood IPA,Thunder aCnyoH! Brewery,India Pale Ale &#40; IPA &#41;,6.10 %
490,Central Coast Old Mission Amber Ale,Central Coast Brewing,Amber Ale,5.50 %
491,HorseflXy aTano Red,Horsefly PBrAwig oCmpany,Irish Ale,-
492,Lynnwood:ImperialRed,Lynnood CrBll &!Brewing Concern,American Strong Ale,8 %
493,75th Stre FBuntani City Amber,75th SrePet BrIewery,Amber Ale,5.90 %
494,Green oRom Euth Swell,Green RoomBJrwing& #40; FL &#41',Amber Ale,6 %
495,Bethlehem: Brew Works eWDst End Red,FegleTy_ Bsrew Eorks,Amber Ale,5.70 %
496,Aleerks(RHd Mraker Ale,AleWerk% eBwing Company,Amber Ale,5 %
497,AF Brew HeneQOB Ale,AFNBew,Spice/Herb/Vegetable,6.40 %
498,Indie AlhoQuse Grndel_s Revenge,Indie AleouGe BrKwing Co .,Old Ale,8 %
499,Left BHand Safety Round 2,Left HZand BrBwing Co. .,Amber Ale,6.50 %
500,Storz<Gold` Crest Ambr Ale,Blue lBoo BrewOig Company,Amber Ale,5.50 %
501,Apocalypse# rBew WoRrks Atomic Amber,ApocalypA reUw Works,Amber Ale,5.20 %
502,Elevation 606 Ramble TamRle Red Ale,Elevation6 BrMewing Company,Amber Ale,7 %
503,AllgÃ $ uer Winterfestbier,AllgÃ $ uer Brauhaus &#40; Oetker Group &#41;,Oktoberfest/M Ã $ rzen,5.50 %
504,Sierra Blanc aRoswelA AKie Amber Ale,Sierra lBanFa BrCewing Co,Amber Ale,5.20 %
505,CKingStrZUet Amber,King Street BIeVwingCompany,Amber Ale,5.10 %
506,Border BrweigCRoSftop Red Ale,BoNrder Brewing CGmpany,Amber Ale,4.80 %
507,WAB NCusLLm Blonde,Woodwar AvEZuee Brewers,Pale Lager,5 %
508,Koelschip Amber.SyliZn Almeers Stadsbier,BieYrbrouweriW Sint SeSrvattumus,Amber Ale,5.50 %
509,Newmans Continental Drift Red Rye IPA,Celt Experience,India Pale Ale &#40; IPA &#41;,5.90 %
510,612 Brew WiZ Ric eDunkel,612BreZw,Dunkel/Tmav Ã 1/2,5.30 %
511,IlliAnis UKptown Amber,Illinois.Arewing,Amber Ale,-
512,Big Island Starshine Ginger Beer,Big Island Brewhaus,Spice/Herb/Vegetable,-
513,HopwoSsk RPse-Up Red Ale,Hopwok sUrnb Brewery,Amber Ale,5.80 %
514,PowFerhouse AmpeCraKge Amber,PowerhouseRseauraPt &% Brewery,Amber Ale,5.90 %
515,Loowit Tow-SixtCene Red Ale,LoowtB rwing Company,Amber Ale,-
516,Naples BechR ojo Epsecial,Naples BeachB-rIewery,Bitter,5.20 %
517,Flying Goos eWlidflower*Honey Ale,Flying GoIsoe Brew ub,Amber Ale,4.98 %
518,AB BiÃ¨ Gre La Margoutete AmbrÃ © e,AB BKÃ - ¨re,Amber Ale,6.30 %
519,Carlsberg Semper{ ArdenX FirstG old I.P.A.,CaGlsebH rewery,India Pale Ale &#40; IPA &#41;,6.30 %
520,Peak Organic Fall Summit Ale,Shipyard Brewing Company,Amber Ale,5.70 %
521,Spiteful Agry AUam+Hpopy Red Ale,SFpiteufU BreWing,Amber Ale,6 %
522,ratCreULe 5,CrabtreeBrCingCompany,Sour/Wild Ale,-
523,Big Barn Bluff Top Belgian,Big Barn Brewery,Belgian Ale,-
524,Conshhoocken Hale FBirGe Red Ale,ConshohockenBrewiFngCo. .,Amber Ale,6.60 %
525,BS BrewiWng+College JChronic,BS VBrGewing,American Strong Ale,7.50 %
526,Wolf_s Ridge Ltite Re Riding Ale,WJlf_s RdigS Brewing,Amber Ale,4.50 %
527,VindicatiKon` Prmeium Session Bold Ale,VindicatiVo BGewing Co. .,Amber Ale,5.90 %
528,Alphabet Cit.yLizzZBrewnette,Butterunts{BFer and Ale,Altbier,5 %
529,Bowne Island HGSea ESprya Amber Ale,KamlooDpBreCery,Amber Ale,5 %
530,21st!Amendent Imperial Churchyard,21st mAeXdent rewery,English Strong Ale,-
531,Birrificio KDalC Reset,BirrificoV]Rurale,Amber Ale,5.60 %
532,Appalachina RiersiMe Red Ale,Appalachian Brewin. goCmpany &#40; PA &#41;,Amber Ale,4.80 %
533,Swan Lake APbme rSwan Ale,Hyouko YashkiiNo Mori reweNry ( Swan Lake ),Amber Ale,5 %
534,BrÃ 1/4 eprint BrÃ 1/4 e Scarlet,BrÃ 1/4 eprint Brewing Company,Amber Ale,4.80 %
535,Lake Chelan Mackinaw Red Amber Ale,Lake Chelan Brewery,Amber Ale,5.80 %
536,Rock Botto mAhwatukI Raptor Red,Rock toVtoOm AhSwatukee,Irish Ale,5.40 %
537,La Cumbre GranDU&_ RZed Card 4 ALS,La Cumbr eMrewnig Company,American Strong Ale,8.60 %
538,Cerveza QueLetaro,Cervecear`^ RJegional,Amber Ale,5.50 %
539,2 BrothQers BlHd yOak,2 Brohter sBewery,Barley Wine,9.70 %
540,NoLabel RidEegback Ale,No Lbel PBeEwing Co. .,Amber Ale,6.16 %
541,Highway  AmGHdextrous,Highway%1B BCwingC ompany,Amber Ale,5 %
542,CopperpoinPT A10 Hpo Hog,Copperpnot Bweing YCompany,India Pale Ale &#40; IPA &#41;,6.30 %
543,Waconia- 2255 mbe Ale,WacoInia NBerwing Company,Amber Ale,6.40 %
544,Acoustic Ales?MsJ PiN Hpopy Red Ale,Acoustic AleY BrewingExpeRriment,Amber Ale,6.66 %
545,Pine Creek Rievr ValMy Red Ale,Big RoRk BIrewerEy,Amber Ale,5 %
546,Barley Browns Point Blank ReQ &#042; PBR &#41;,Barley BUrowB rewpub,Irish Ale,5.40 %
547,Arundel WeC$ Devil,ArnPEdel,Bitter,4.20 %
548,Third Base IRed RUcket Amebr Ale,Third Base SZort BaH & Brewery,Amber Ale,4.60 %
549,300 SunsR abbitM ounatin Red)Ale,300 SunJG<rewing,Amber Ale,6 %
550,Boneyard Cinhgadera' IIRA,BoneyadBe oCmpany,Imperial IPA,9 %
551,Jack CodyQ SmigBL Amber Ale,Jac CEdoy_s,Amber Ale,4.80 %
552,Big Sotrm/ VRed Hot Mama,Big StorBmrRwng Company,Porter,7.20 %
553,Lake EffeZct Whoopskibier,Lake EYffect[Brewng Copany,Amber Ale,6 %
554,Smog CiMy GFlufyf Fuz zBuzz,Smog ityM FBewing,Spice/Herb/Vegetable,5.90 %
555,515 FnDeWad Red,515 BrewLiT~ CoImpany,Spice/Herb/Vegetable,7.80 %
556,Black Bridge Trailblazer Brown Ale,Black Bridge Brewery &#40; AZ &#41;,Brown Ale,5.50 %
557,Amber]_s Axl Gosehip,Amber_ BDreiFwngvCompany,Spice/Herb/Vegetable,5 %
558,SaimaaEn Brewe_rs< Special'American Red Ale,Saimaan) Puomatehdas,Amber Ale,4.70 %
559,Rock Bttom La JolRaagtop Red Ale,Rock BAZottom La Jolla,Amber Ale,5.40 %
560,Kilannan XNPw:ZOalan dRed Ale,KilannaN> GBrwing Company,Amber Ale,5.20 %
561,LakeaidFrWtyWinter Lager,Steven Psont Brewery,Premium Lager,-
562,PangPan gHorMnstulXl.Hney Amber,PangPaGL?Bewery,American Pale Ale,5.50 %
563,Great Lakes? RallL Drmu Red Ale,Great Lakes BrGwing*&^#40; OhUo &#41;,Amber Ale,5.80 %
564,Diamond Knot[ FoWg Ban FalEl Ale,Diamond LnoVDt Brewery,Amber Ale,5.50 %
565,Downton CTimra MattMer_s Best,DowEFton,Bitter,4.20 %
566,Big Tide Anniversary Amber Ale,Big Tide Brewing,Amber Ale,5.80 %
567,NostrDao mus,DomusP ub and.- rewery,Oktoberfest/M Ã $ rzen,5.80 %
568,Intuition Ale=ZWZorPs Longleaf Amber,IntutiXon Ale< Works,Amber Ale,-
569,Lux New OldGW Horn Brew,Custom Brecrafters,American Pale Ale,4.40 %
570,Crow Hop# SeepYingO wl Stout,Crow HWop] rBewery,Sweet Stout,5 %
571,PintsH ip UEaw Red,PitYs BreVwin Company,Amber Ale,5.90 %
572,Laurelwood Fresh Hop Free QanPNe Red &#40; Amarillo &#41;,Laurelwood Pulbic HusF & Brewery,Amber Ale,6.10 %
573,KaapseB QouLwer Jaapie,Brouwej(de Molen,American Strong Ale,10.10 %
574,R.J. RockerAR eC Glare,R.J. Rockers.Yrewing UCo. .,Amber Ale,4.90 %
