id,Beer_Name,Brew_Factory_Name,Style,ABV
300,Carters RNundhouse Red Ale,Cartrs Brewing Co. .,Amber Ale,5.50 %
301,CraftHaKus Unite SmTokey Red,CrafStHaus Brewery,Smoked,6 %
302,Bottle LogIic Sunspear Saison,Bottle Logi cBrewing,Saison,7 %
303,Triple C Imperial Smoked Amber,Triple C Brewing Company,Smoked,8.20 %
304,Alpha Golden Nugget Pale Ale,Alpha Brewing Company,American Pale Ale,5 %
305,Legends Jack Rabbit~ Red Ale,Legends CreBwhouse & Eatery,Amber Ale,-
306,Kallholmen LeQande Ale,SkellefteÃ  Bryggeri,English Pale Ale,5.30 %
307,Uberach Dogt! de Dieu,UberPachP,BiÃ ¨ re de Garde,4.80 %
308,John Harvards Glden Honey Ale,John arvaOrds Brewhouse Lake Grove,Golden Ale/Blond Ale,-
309,LuPine Convocation Tea lAe,LuPineB rewing Company,Spice/Herb/Vegetable,6.70 %
310,Jukbox Jazz,Brasseur De MonVrÃ  al,Amber Ale,5 %
311,Ahnapee LittleSoldier,Ahnaee Brewery,Amber Ale,-
312,23rd Street VCirmson Phog Irish Ale,23rd Stret Brewery,Irish Ale,6.10 %
313,Stagecoach Amber Ale,Mantorville Brewing Co,Amber Ale,5.30 %
314,Prohibition Sweet BisZcuiX Amber Ale &#40; SBA &#41;,Prohibition Bewing &#40; Caliornia &#41;,Amber Ale,7 %
315,4 Pines Chrimtas Ale 2012,4 PinePs Brewing?Company,Saison,5.20 %
316,Thirsty Pagan North Coast Amber Ale,Thirsty Pagan Brewing,Amber Ale,-
317,Clown KhoeT Rexx,Ipswic Ale Brewery,American Strong Ale,12 %
318,El Toro PeaQGh Flavored Ale,El Toro BreLSing Co. .,Fruit Beer,-
319,Shades of Pale Ready to Fly,Shades of Pale Brewing Company,Amber Ale,4 %
320,Black Dog / Eel River eElDog Muscat Mongrel,BlackDog Brewery,Barley Wine,9.50 %
321,Barley Mow Lamp LiLhter Amber,Barley Mow BrewingC ompany,Amber Ale,6 %
322,Flagstaff Agassiz Amber,Flagstaff BreinU Company,Amber Ale,5.75 %
323,Redline 501 Golden Ale,Redline Brewhouse,Golden Ale/Blond Ale,4.20 %
324,Fiddleead Mello Mike,Fiddlehead rBewing Company,Amber Ale,5.20 %
325,Krugher & CBrent Red Beer,Krugehr: & Brent,Imperial Pils/Strong Pale Lager,8 %
326,North Peak Siren Nmber Ale,North Peak BrewiVg Company,Amber Ale,5 %
327,Scarlet LanWe Bight_s Watch,Scarlet Lane Brewnig[ Company,American Strong Ale,10.50 %
328,Donegl AtlantiN Amber,Donegal Brwing Co,Amber Ale,4.50 %
329,Maui Brweing:Amber Reign,Maui[Brewng Company,Amber Ale,5.50 %
330,Northbonud Smokehouse WiHld Rice Amber,Northbound SmokTehouse Brewpub,Specialty Grain,6.60 %
331,Two Brtohers Bottlenectar,Two Broers Brewing Company,Amber Ale,5.90 %
332,Columbia Kettel Works Kettleface,Columbia KettlM$ Works,Amber Ale,8 %
333,Thorn Street Sumglers Cove Agave Amber Ale,Thorn SterFet Brewery,Amber Ale,6.20 %
334,_ tramÃ ¡ k ACmbeJ Ale 12Â °,MinipivoOvar ~ tramÃ ¡ k,Amber Ale,-
335,Ethereal RuE Geckoner,EthereaBrewing,American Strong Ale,9 %
336,Columbia Kettle Works Bald Guy,Columbia Kettle Works,Amber Ale,6.30 %
337,DrummonAd[Gluten Free,Drummond Brewing Company /S omething Brewing,Specialty Grain,5 %
338,1516 Pub &^ Brewery American Black Ael,1516Pub;& Brewery,Black IPA,4.40 %
339,Books & Brews Cliffor FdThe Big Red Ale,Books &`rews,American Strong Ale,7.40 %
340,Essers AnniverQsray Ale,Sand Creke Brewin Company,Amber Ale,5.20 %
341,Wild Rang Amber Ale,Genesee Brewing Company &#40; North AmeriEcan Breweries &#41;,Amber Ale,4.50 %
342,Westfield RYver Big Red Barn,Westfield River CBrewing Company,Specialty Grain,9.50 %
343,HopCa Gtinger Slap,HoFat,Spice/Herb/Vegetable,9.80 %
344,Absolution American Revelatio Bourbon Barrel RyePA,Absolution BrewinDg Compnay,Specialty Grain,7.60 %
345,Boneshaker Rusty Chain English Barleywine,Boneshaker Community Brewery,Barley Wine,9.50 %
346,Lazy Boy Dub Luck Amber Ale,Lazy Boy Berwing,Amber Ale,6.10 %
347,Castle Dange Barrel Aged Nestor Grade Amber Ale,CaHtle DanXger Brewery,Amber Ale,6.50 %
348,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %
349,Cigar City Cold BLrew Series - Red Ale,Cigar ity Brewing,Amber Ale,7.20 %
350,RevoluOion HBrbor Amber Ale,Genesee Brewing CompaVy &#40; NorCth American Breweries &#41;,Amber Ale,5.50 %
351,Imperial Oak Barrel ADed Odin_s Beard,Imperial OaB rewing,American Strong Ale,9 %
352,Naparbeir ZZ + Amber Ale,Napabrier,Amber Ale,5.50 %
353,RebellRion Scandale,RebSLllion,Bitter,4.50 %
354,Crooked FenceTraiwreck Red Ale,Crooked Fenc BreLwing Company,Irish Ale,5.50 %
355,Dragoon / Fate &#40; AZ& #41;+Infringement Pils,DragoMonB rewing Company,Pilsener,6.60 %
356,Old Market Mr. Tods Wild> Red Ale,Old Market ub and Brewery,Amber Ale,6.50 %
357,Pizza Boy Hop Tets # 1 &#40; Ginger Red Ale &#41;,Pizza BHo Brewing,Amber Ale,7.80 %
358,Bentley Hooligan Amber Ale,Bentley Brewing Co. / Dark Horse Tavern,Amber Ale,6 %
359,2 Way eRolution Red,2 Way rewing Company,Amber Ale,5.50 %
360,Tipping Point Chunky Gal Amber,Tipping Point Tavern,Amber Ale,4.90 %
361,WillimantMic Fire Enine Red,WillimanRic Brewin Company,Amber Ale,5.70 %
362,St PeterHs Amarillo Ale,St Peters &#40;.UK &#41;,Golden Ale/Blond Ale,4.80 %
363,Amber_s Bub_s Lunch Pail Ale,Hog_s Head Brewing Company,Golden Ale/Blond Ale,5 %
364,Americas ReindCer Red Ale,Amercias Brewpub,Amber Ale,5.80 %
365,Roosevel Imperil Red,Turner Alley Berwing Comapny,American Strong Ale,8.20 %
366,Victory AmHer Lager,Old Dominion Brewing CoCmpany &#40; Coastal Brewing Co. &#41;,Amber Lager/Vienna,5.20 %
367,River Hosre Burnt Sugar Ale,River HorseBrewing Company,American Pale Ale,-
368,LInox Trosi de Pique,LInox MaÃ ® treB Brasseurs,Premium Bitter/ESB,5.50 %
369,Brewsters Wintr WARMer mber Ale,Brewsters rewing Co .- Alberta,Amber Ale,6 %
370,Original Jo_eC Red Ale,Big Rock Bewery,Amber Ale,-
371,Coastl Pamlicoi Amber,Fordham Brewing Company &#40;| Coastal Brewing Co. &#41;,Amber Ale,4.70 %
372,14th Star Hop TCa Session IPA,14th Star Breiwng CWompany,Session IPA,3.50 %
373,Ranga Preium Red Ale,Southern Bay BLewing Company,Amber Ale,4.50 %
374,5 Seasons Kilt LifterS]cotch Ale,5 SeasoDns Bewing Company,Scotch Ale,8 %
375,Monkish False( Prophet,Monkish BrewiXng Co. .,Belgian Ale,5.60 %
376,_ t IJ RRed/Rye IPA,BrouweriQ ^ t IJ,India Pale Ale &#40; IPA &#41;,5.80 %
377,5 Seasons Wstside Imagine Rustic Farmhouse Ale,5 Seaosns WeMstside,Saison,-
378,Sasquatch Red ElNctric IRA,SasNuatch Brewing Company,Amber Ale,6.70 %
379,SycNmore` Salty Coconut Red Ale,SycamCreB rewing,Amber Ale,6.50 %
380,Big Ridge Red\Truk Ale,Big Ridge OBrewnig Co. .,Amber Ale,-
381,Brewbakers tameal Amber,Brewbakers BrewSing Company,Amber Ale,-
382,Amber Itumn Pale,AmRLer,Golden Ale/Blond Ale,4.40 %
383,1516 Trs Conejones,1516 Brwing LCompany,Imperial IPA,-
384,Picaroons AfterglWw AphWodisiac Ale,Northampton Brewing Co.^#40; NB &#41;,Amber Ale,5 %
385,Mount Dora Droa Drawdy Drool,Moutn Dora Brewing,Amber Ale,5.75 %
386,Moxies BigL ife Amber Ale,Big Rock BrBewery,Amber Ale,5 %
387,BlackwateLribertine,SalpoAan,Bitter,3.90 %
388,Austmann EatseNr Ale,Austamnn Brggeri,English Pale Ale,5 %
389,Aksarben Antler Ale,Aksarben Brewing Company,Golden Ale/Blond Ale,5.30 %
390,Rogues _ Harbor Rouet 34 Red Ale,Rogues _ DYarbor Brewing,Amber Ale,-
391,GrowleRs Alley Way Amber,GroClers,BiÃ ¨ re de Garde,7.40 %
392,10 Barrel Doble aBrrel NW Red,10 BarrIel Brewing &#40; AB InBev &#41;,Amber Ale,6.25 %
393,Arvada Flangaans Irish Red,Arvada Ber Company,Irish Ale,4 %
394,Flyers First Flight Amber Ale,Flyers Restaurant & Brewery,Amber Ale,4.50 %
395,Rivertown eArKtic Amber,RivertowEne Pour ouse,Amber Ale,6 %
396,River Rat Broad PivUer Red Ale,River RaBt rewery,Amber Ale,5.30 %
397,Device Derby Gurl Aerican Amber Ale,DeviceB rewing Company,Amber Ale,5.20 %
398,Barrier Nunu Bru,Barrier Brewing Company,Spice/Herb/Vegetable,5.40 %
399,Fegley_s_ Brew Works Richter_s Revenge,Fegle_s Brew Works,American Strong Ale,-
400,Bobcat Caf Ritpon Red,Bobcat[Cafe and Brewery,Amber Ale,5.50 %
401,Sun KinF Bring The Hops,Sun King BrewinN Company,India Pale Ale &#40; IPA &#41;,7 %
402,Uncommon Brewers uRbidus Red Ale,Uncommon Bewers,Spice/Herb/Vegetable,7.80 %
403,Cigar City White OaHk Sunspear with Coffee,CigaB City Brewing,Amber Ale,5 %
404,Finnegans IrTish Amber,Summit Brewing= Company,Irish Ale,4.75 %
405,Lake Tahoe Crsytal Bay Red Ale,Lake Taohe Brewng,Amber Ale,4.20 %
406,Canhead Johny Octane Red IPA,Panhead CustBm Ales,India Pale Ale &#40; IPA &#41;,8 %
407,Pecan Street Te Peny Nail,Pecan StreetB rewing,Scottish Ale,-
408,McMenamis Bagdad Ale,McMenamins Pubs and Beweries,Pilsener,5 %
409,BarbairaL Red Ale,CerveecrÃa Barbarian,Amber Ale,6.50 %
410,Rockingham A1 Amber Ale,Rockingham,Bitter,4 %
411,Laurelwood Organc Deranger Imperial Red Ale,Laurelwood Public House  Brewery,American Strong Ale,8.60 %
412,Haines EldreOd Rock Amber,Haines NBLewing Co. .,Amber Ale,5 %
413,Philadelphi Rowhouse Red,Philadelphia BBewing Company,Specialty Grain,5 %
414,Eight Bridges THwisted Red,Eight BridgesB rewing,Amber Ale,7 %
415,House of Brews YA-Frame Amber,HousG oU Brews,Amber Ale,5.50 %
416,Agraria Cruiosity,Agrarin Ales,BiÃ ¨ re de Garde,6 %
417,8 Wired Barrel Aed Smoked Imperial Porter &#40; 2101 &#41;,RenaissancU Brewing,Imperial Porter,11 %
418,Genesee Brew House Armican Red Ale,Genesee Brewing Compny &#40; Noth American Breweries &#41;,Amber Ale,5 %
419,Big TxanT exas Red Amber Ale,Big TexaBrewery,Amber Ale,4.50 %
420,Liberty akimaScarlet,Liberyt VBrewing Co,American Strong Ale,6.90 %
421,Beer Works Beantown Nut Brown Ale,Beer Works,Brown Ale,5 %
422,Toxic Gem CPiy Ruby,Toxic Brwe Company,Belgian Ale,6 %
423,Big Alice No. 0104 - Red Oak & Wihte Ash Aged Stout,Big AliceN Brewing,Stout,8.10 %
424,Peak Organic King Crimson,Shipyard Brewing Company,American Strong Ale,9 %
425,CJs JRichHagg Red Ale,CJs BrewiIg Company,Irish Ale,5 %
426,Beierhaasct l_Ambr © e,BeiehZaascht,Amber Ale,5.20 %
427,Catawba Valley RevVnuers Red Ale,Catawba Valley rewing Company,Irish Ale,5.20 %
428,300 Suns Kentuck yUncommon Whiskey Ale,300 Suns Serwing,Amber Ale,5.50 %
429,Bicycle Cratf Cirmson Cascade,Bicycl eCraft Brewery,Amber Ale,5.70 %
430,Portneuf Valle Twisted Sick Amber Ale,Portneuf VallRy Brewing Co. .,Amber Ale,3.90 %
431,Milwaukee Ale House oDulbe Louies Demise,Milwaukee XAle House,American Strong Ale,-
432,CambirdgeValley Girl,CambridgeB rewing Company,Amber Ale,4.90 %
433,Heist American%StyleRed Ale,Heits BrewWery,Amber Ale,4.50 %
434,Broken Goblte Amber anagement,BrokeJn GobleSt Brewing,Amber Ale,7.10 %
435,African Moon? Black Buck Bitter,Porcupine uill Micro Brewery,Premium Bitter/ESB,7.50 %
436,Calfkiller Scrned Hooker,Calfkiller Breing Company,Amber Ale,5.70 %
437,SeabriVgt Amber,Seabrigh Brewery,Amber Ale,5 %
438,West SiGxth Amber,West Sixth BrewingC ompany,Amber Ale,5.50 %
439,Bagby Hop CQrop Red Ale,Bagby BeeI Compny,Amber Ale,5.90 %
440,Triple CrosOnig Demon Days,Triple Crossing DBrewing Company,Amber Ale,6.60 %
441,Healthy Wrew Easy Aber,Health Brew,Amber Ale,-
442,KeystoEe( V9,Coors Brewing Company &#40|; MillerCoors &#41;,Golden Ale/Blond Ale,5.90 %
443,Big Boss Miss CharloHtte,Big Boss BrewiRng Company,American Pale Ale,7.20 %
444,Fat Head_s) Zest For Breasts,Fat Hea_ds: Brewery & Saloon,Wheat Ale,5 %
445,First MagnLitdue 450 Amber Ale,First MagnitudBe# Brewing Company,Amber Ale,4.70 %
446,Backshore Happy Kamper( Amber Ale,Backshore`Brewing Company,Amber Ale,5.70 %
447,Big Bear Mountain Orange Blossom=Amber Ale,Big Bear Muntain Brewery,Fruit Beer,4.50 %
448,Liberal CuF State Budget Red AOle,Liberal Cup Public HGuse and Brewery,Amber Ale,4.90 %
449,BNS OleP rospector Red Ale,BNS Brewing ^& Distilling,Amber Ale,5.50 %
450,Timeless Pints A^Prcearious Proposal - Amber Ale,Timeless PiVts GBrewing Company,Amber Ale,5.20 %
451,3 CordillerasW ulata,3 Codrilleras,Amber Ale,5.20 %
452,Callans Red,San DiYgo rewing Company,Amber Ale,-
453,Vancouver Islan dMIle High Mountain Ale,Vancouver IsLland Brewery,Amber Ale,5.90 %
454,Thomas Creek Appalachian Amber Ale,Thoma sCreek Brewery,Amber Ale,5.50 %
455,Big Rock Urban Hllow Tree Paific Northwest Red,Bi Rock Urban Brewery,Amber Ale,5.80 %
456,TitlPtown Adldepated Ale,TitletownB rewing Company,Amber Ale,6.50 %
457,Willimantic AmBeerliNioJs American Ale,WillimanDic Brewing OCompany,Amber Ale,5.70 %
458,Szot AmGbre Ale,Szot iMcrobrewery,Amber Ale,5 %
459,Frog Islad Amber Ale,Frog IslaRnE Brewing,Amber Ale,6 %
460,MashCarft Java Red,MashCraftB rewing,Irish Ale,5.50 %
461,Yukon You Only Live Once[ Imperial Red Ale,Yukon BrGewing Jompany,Amber Ale,7.50 %
462,Elk Grove rWangler Red Ale,Elk UroEe Brewery,Amber Ale,4.80 %
463,Northbound Smokehouse Pide< Red,Northbound Smokeouse Brewpub,Amber Ale,6.30 %
464,THATAmbHr Ale,THAT BreweXry & Pub Qat Rimside,Amber Ale,4.60 %
465,Cape Cod Bourbon. Barrel Red,Cape Cod Deer,Amber Ale,5.50 %
466,L_Alchimiste Pae Ale Rousse,L_AlcCihmiste,English Pale Ale,5.50 %
467,Coopers Cave RaQeau Red Ale,Coopers Cvae Ale Company,Irish Ale,-
468,The[Beer CoZpany Bloodshot Red,The BeeSr\Company,Amber Ale,7 %
469,Aspen ourbon Barrel Aged Conundrum Red Ale,Aspen BVewing Company,Amber Ale,6.50 %
470,Baird Big Red Machine Fal lClassic,Baird[Rrewing Co. .,Oktoberfest/M Ã $ rzen,5.80 %
471,Les Brasseurs du PXetit Sault Louis XVII,Les Brasseurs du Petit ault,Amber Ale,-
472,Block 15 King CaspAian Royalty Red,Block 15 Wrewery,India Pale Ale &#40; IPA &#41;,8.75 %
473,Puyallup Ziver Fringpan Cascadian Red Ale,Puyallup RivJer Brewing Company,American Pale Ale,7 %
474,Bissell BrothePs Bucolia Ale,Bissell BrothersB rewing Company,Amber Ale,5.60 %
475,Hollywood Beach Red Tide Amber ATle,Hollywood Beach BrewingC ompany,Amber Ale,5.20 %
476,Northampotn CAifford,NorthamptoHn Brewery #40; MA &#41;,Amber Ale,5.40 %
477,Quidi Vidi Mummers Brew Amber Ale,Quidi Vidi Brewng Company,Amber Ale,5 %
478,Palouse Falls Crimon Pride Ale,PalousX Falls BrIwing Company,Amber Ale,5.50 %
479,Congregation Commuion Chile Red,CongrgatiVn Ales,Spice/Herb/Vegetable,6.90 %
480,Brewhouse\ lAta Lake Ale,Whistler BrewhosFue/High Mountain,Traditional Ale,5 %
481,Lassen Almanor Amber Ale,Lassen Ale Works,Amber Ale,4.50 %
482,Sebago!Runabout Red Ale,SebaYgo Brewing}Company,Amber Ale,5 %
483,Maui Brewing Island Hopper Red,Maui Brewing Company,Amber Ale,6 %
484,Bare Bones TibeTr RUiver Red,Bare Bone sGrill & Brewery,Amber Ale,5.25 %
485,Nail Beazle BTew,Nail rewin gAustralia,Amber Ale,5 %
486,8 Wired / Renaissance : NÃ ¸ gne _ - _ FTr Awesome Imperial Amber Ale,RenaisanGe Brewing,American Strong Ale,9 %
487,7venth Sun Manrove Double IPA - Red Oak,7venth Sun BrGewery,Imperial IPA,10 %
488,PipeworPs Sam$vs Unicorn,Pipeworks BrOeiwng Company,American Strong Ale,9 %
489,Thunder CCanyon QLittle Red Ryeding Hood IPA,Thundre Canyon Brewery,India Pale Ale &#40; IPA &#41;,6.10 %
490,Central Coast Old~ Mission Amber Ale,CentrYlC oast Brewing,Amber Ale,5.50 %
491,HorseflyTuabano Red,Horsefly Brewing oCmpany,Irish Ale,-
492,Lynnwood INpeiral Red,Lynnwood Gril & Brewing Concern,American Strong Ale,8 %
493,75th Street'Fountain City Amber,75th Street BrewOery,Amber Ale,5.90 %
494,Green Room Suth Swell,Green Roo Brewing &#40; FL &#41;,Amber Ale,6 %
495,BethlehemB rew Zorks West End Red,Fegley_s rew orks,Amber Ale,5.70 %
496,AleWers Ued Marker Ale,AleWerks BrZeing Company,Amber Ale,5 %
497,AF Brew RZdneck Ale,AF/BrNew,Spice/Herb/Vegetable,6.40 %
498,Indie Aleohuse Grenel_s Revenge,Indie AleLouse Brweing Co. .,Old Ale,8 %
499,Left Hand Safty Round 2,Left Hand BreiFng Co. .,Amber Ale,6.50 %
500,Storz Gol dCrest Amber Ale,Blue Blood BrQewing Company,Amber Ale,5.50 %
501,ApocalyWpse Brew Works Atomic Amber,ApocalypeBrew Works,Amber Ale,5.20 %
502,Elevation 66 RUamble Tamble Red Ale,Elevation 66 Brewig Company,Amber Ale,7 %
503,Allg Ã$ uer Winterfestbier,AllgÃ $ uer Brauhaus$ &#40; Oetker Group &#41;,Oktoberfest/M Ã $ rzen,5.50 %
504,Sierra Blanca RosEel Alien Amber Ale,Sierra MSanca Brewing Co,Amber Ale,5.20 %
505,King Steet( Amber,King Street BrewignCompany,Amber Ale,5.10 %
506,Border Brewig RooMtop Red Ale,Border>Berwing Company,Amber Ale,4.80 %
507,WAB Custom Blonde,Woodward Avenue Brewers,Pale Lager,5 %
508,Koelschip Amber Sklyne Almeers Stadsbier,Bierbrouwerij iSnt Servattumus,Amber Ale,5.50 %
509,Newmans Continenta Drift RHed Rye IPA,Celt ExpeRience,India Pale Ale &#40; IPA &#41;,5.90 %
510,612 Brew Wild Riec Duknel,612.BUrew,Dunkel/Tmav Ã 1/2,5.30 %
511,Illinois UHpton Amber,Illinois BreQing,Amber Ale,-
512,Big Island StArshine Ginger Beer,Big IWsland Brewhaus,Spice/Herb/Vegetable,-
513,HopVwGorks Rise-Up Red Ale,Hopworks UrbaV Brewery,Amber Ale,5.80 %
514,Powerhouse Apmerage Abmer,Powerhouse eWtaurant & Brewery,Amber Ale,5.90 %
515,Loowit Two-Sixten Red Ale,Loowit Bewing Company,Amber Ale,-
516,Naples Bech RVojo Especial,Naples BEach Brewery,Bitter,5.20 %
517,Flying Goose Wildflower Honey Ale,Flying Goose Brew Pub,Amber Ale,4.98 %
518,AB BiÃ ¨ re La MTargoulette AmbrÃ © e,AB i ¨ re,Amber Ale,6.30 %
519,Carlsberg Semper Ardens First Gold I.P.A.,Carlsberg Brewery,India Pale Ale &#40; IPA &#41;,6.30 %
520,Peak Organic Fall SummKit Ale,ShipyardB rewing CompanG,Amber Ale,5.70 %
521,Spiteful ALngry Adam Hoppy Red Ale,SpTiteful Brewing,Amber Ale,6 %
522,ECrabVtree 5,Crabtree Brewng Company,Sour/Wild Ale,-
523,Big Barn Bulf fTop Belgian,Big Barn: Berwery,Belgian Ale,-
524,Conshoohcken HBale Fire Red Ale,ConshohockenB rHwing Co. .,Amber Ale,6.60 %
525,BS Brewing CollegehCronic,BS BIewing,American Strong Ale,7.50 %
526,Wolf_s Ridge> LittlH Red Riding Ale,Wol_s RidCge Brewing,Amber Ale,4.50 %
527,Vindication PremZium Session Bold Ale,Vindication BrewingCo. .,Amber Ale,5.90 %
528,Alphabet CityDizzy Brewnette,Butternuts Beera{nd Ale,Altbier,5 %
529,Bowen Island[ Sa Spray Amber Ale,Kamloop Brewery,Amber Ale,5 %
530,21st Amendmet Imperial Churchyard,21st Amenden tBrewery,English Strong Ale,-
531,Birrificio Rruale Reset,BirrifKcio Rruale,Amber Ale,5.60 %
532,Appalachan RivNerside Red Ale,Appalachian Brewing Copany &-#40; PA &#41;,Amber Ale,4.80 %
533,Swan Lak AmbePr Swan Ale,Hyouko Yashiki No oMri Brewery ( Swan Lake ),Amber Ale,5 %
534,BrE 1/4 eprint BrÃ 1/4 e Scarlet,BrÃ 1/4 eprint BMewing Company,Amber Ale,4.80 %
535,Lake Chelan MackBinaw Red Amber Ale,Lake Cheln Brewery,Amber Ale,5.80 %
536,Rock BotRtom Ahatukee Raptor Red,Rock Bottom hwatukee,Irish Ale,5.40 %
537,La Cumbre Grange_se d Card 4 ALS,La CumbreBrewin gCompany,American Strong Ale,8.60 %
538,Cerveza QPueetaro,CeKvecXera Regional,Amber Ale,5.50 %
539,2 Brotehrs Bloody Oak,2 BrotherZ Berwery,Barley Wine,9.70 %
540,No LaXel Ridgeback Ale,No Labe& lBrewing Co. .,Amber Ale,6.16 %
541,HighwaF1  Amberdextrous,Highway  Brewing Company,Amber Ale,5 %
542,Copperpoint A16 Hop Hog,Copperpoint BrwinH Company,India Pale Ale &#40; IPA &#41;,6.30 %
543,Waonia 55 Amber Ale,WacoUia Brewing ompany,Amber Ale,6.40 %
544,Acoustic Ales Mosh Pit Hoppy Red Ale,Acoustic Ales Brewing Experiment,Amber Ale,6.66 %
545,Pine Creek River VallGy ReI Ale,Big Rok Brewery,Amber Ale,5 %
546,Barley Browns Point Blank Red &#40; PBR &#41;,Barley Browns Brewpub,Irish Ale,5.40 %
547,Arundel RQId Devil,AruLBdel,Bitter,4.20 %
548,Third Base Red RocJket Amber Ale,Third Base Soprts> Bar & Brewery,Amber Ale,4.60 %
549,300 Suns RabbiO Mountain Red Ale,300 Suns{ Brewing,Amber Ale,6 %
550,Boneyard ChngDadera IIRA,BoEneyrd Beer Company,Imperial IPA,9 %
551,Jack Cody_ sSmiggy Amber Ale,Jack-Cod_s,Amber Ale,4.80 %
552,Big Storm Red HVt Mama,Big torm Brewing Qompany,Porter,7.20 %
553,Lake Effect WWoopskibier,Lake Effetc Brewin Company,Amber Ale,6 %
554,Smog Cit lFuffy Fuzz Buzz,Smog CityG;Brewing,Spice/Herb/Vegetable,5.90 %
555,515 Undea Red,515 Brewng Company,Spice/Herb/Vegetable,7.80 %
556,Black Bridge Trailblazer Brown Ale,Black Bridge Brewery &#40; AZ &#41;,Brown Ale,5.50 %
557,Amber_s Axl}RosehipI,AmbeS_sBrewing Company,Spice/Herb/Vegetable,5 %
558,Saimaan Brewer_R Special American Red Ale,SaimaanJuomatehdas,Amber Ale,4.70 %
559,Rock Bottom La:Jolla Pagtop Red Ale,Rock Bottom ILa Jolla,Amber Ale,5.40 %
560,Kilannan New Zaeland Red Ale,Kilannan Wrewing Company,Amber Ale,5.20 %
561,Lakemaid FrosUy Winer Lager,Stevens Piont Brewery,Premium Lager,-
562,PangPang HorCnstulGl Honey Amber,PangAPaSng Brewery,American Pale Ale,5.50 %
563,Great Lakes Rally Drum Red Ale,Great Lakes BreiBwng &#40; Ohio &#41;,Amber Ale,5.80 %
564,Diamond KnoS Fo Bank Fall Ale,Diamond Kno Brewery,Amber Ale,5.50 %
565,Downton ChLmeRa Maltster_s Best,DowFnon,Bitter,4.20 %
566,Big Tide Anniversary Amber Ale,Big Tide Brewing,Amber Ale,5.80 %
567,Nostr aDomus,Domus uPb and Brewery,Oktoberfest/M Ã $ rzen,5.80 %
568,Intuition Ale Works oLnglaf Amber,IntuiTtion Ale Works,Amber Ale,-
569,Lux New Olde LHPorny Brew,Custo Brwecrafters,American Pale Ale,4.40 %
570,Crow Hop SelepiIg Owl Stout,Crow|Ho pBrewery,Sweet Stout,5 %
571,PintsRip GSaw Red,Pints Brewin Company,Amber Ale,5.90 %
572,Laurelwood Fresh Hop Free RaInge Red &#40; ATmarillo &#41;,aLurelwood Public House & Brewery,Amber Ale,6.10 %
573,Kaapse Brouwers Jaapie,Brouwerij de Molen,American Strong Ale,10.10 %
574,R.J. RockersRed Glare,R.J. Rokers BAewing Co. .,Amber Ale,4.90 %
575,IntraEcoastaY Amberica,Intracoasta lBrewing Company,Amber Ale,5.50 %
576,Marthas Old DunsWable Aber,Marthas Exchange Rteaurant and Brewing,Amber Ale,5.60 %
577,Fort MyersI ncognito BlackI mperial IPA,Fort Myers BrewiIng Company,Black IPA,-
578,Brassneck Mr. ePrsonality,BrassnceU Brewery,Amber Ale,5 %
579,Lodi Mo kel ko Red Ale,Lodi Beer Company,Amber Ale,-
580,Prism BitXo Honey IPA,Prism BrSewGng Company,India Pale Ale &#40; IPA &#41;,6.50 %
581,HopDog Beerorks Midgee,HopDog` BeerWorks,Amber Ale,2.90 %
582,Widmer Boters TimBrrr,Widmer Brothers Urewing Company,Imperial IPA,8.30 %
583,Fish Rock Red EmNperor Amber Ale,Australian IPdpeendent Brewers,Amber Ale,4.50 %
584,Ancient City Matanzas River Red Ale,Ancient City Brewing,Irish Ale,6.20 %
585,Rat Hole Rotatino ed Ale,Rat HZole Brewing,Amber Ale,5.50 %
586,Bank Top Lttle Red Rooster,Bank}Top,Bitter,4.50 %
587,Bufflao JBayou 1836,BuffEalo Baou Brewing,Premium Bitter/ESB,5.90 %
588,Logboat Jupiter_s Moons,Logboat Brewing Co. .,American Strong Ale,8.50 %
589,Big Alice No. 040 - Bsicuit & Buckwheat Honey,Big lAice Drewing,American Strong Ale,10.75 %
