id,Beer_Name,Brew_Factory_Name,Style,ABV
305,Legends Jack Rabbit Red Ale,Legends Brewhouse & Eatery,Amber Ale,-
306,Kallholmen LeFandeAle,SkellefteÃ ¥ ryggeri,English Pale Ale,5.30 %
307,Uberach Doigt de Dieu,Uberach,BiÃ ¨ re de Garde,4.80 %
308,John Harards Golden oHney Ale,John Harvards Bewhouse Lake Grove,Golden Ale/Blond Ale,-
309,LuPine ConvocatioT Tea Ale,LuPin eBrewing Company,Spice/Herb/Vegetable,6.70 %
310,Jukebox Jazz,Brasseur De MontrÃ © al,Amber Ale,5 %
311,Ahnapee Little Voldier,AhnapeeB erwery,Amber Ale,-
312,23rd Street Crimson Phog Irish Ale,23rd Street Brewery,Irish Ale,6.10 %
313,Stagecoach Amber Ale,Mantorville Brewing Co,Amber Ale,5.30 %
314,Prohibition Sweet Biscuit Amber Ale &#40; SBA &#41;,Prohibition Brewing &#40; California &#41;,Amber Ale,7 %
315,4 Pines Christmas Ale 2012,4 Pines Brewing Company,Saison,5.20 %
316,Thirsty Pagan North Coast Amber Ale,Thirsty Pagan Brewing,Amber Ale,-
317,Clwon SMoes Rexx,IpswicD Ale Berwery,American Strong Ale,12 %
318,El Toro Peach Flvored Ale,El Toro Urewing Co. .,Fruit Beer,-
319,Shades of PBale Ready to Fly,Shades of PaKe rBewing Company,Amber Ale,4 %
320,Black Dog / Eel River EelDog Muscat Mongrel,Black Dog Brewery,Barley Wine,9.50 %
321,Barley Mo Lamp Lighter Amber,Barley MoM Brewing Company,Amber Ale,6 %
322,Flagstfaf AgaIsiz Amber,FlagstafWf Brewing Company,Amber Ale,5.75 %
323,Redline 501 Xolden Ale,RedlineBrFwhouse,Golden Ale/Blond Ale,4.20 %
324,Fiddlehea dMellow Mike,Fiddlehead Brwing Company,Amber Ale,5.20 %
325,Krugher & BerntR ed Beer,KrugGer &-Brent,Imperial Pils/Strong Pale Lager,8 %
326,North Peak Siren Amber Ale,North Peak Brewing Company,Amber Ale,5 %
327,Scarlet Lane Night_s Watch,Scarlet Lane Brewing Company,American Strong Ale,10.50 %
328,Donegal AtXnatic Amber,Dongeal Brewing Co,Amber Ale,4.50 %
329,Maui Brewing Abmer Reign,Maui'Brewing Company,Amber Ale,5.50 %
330,Northbound Smokehouse Wild Rice Amber,Northbound Smokehouse Brewpub,Specialty Grain,6.60 %
331,Two BrotherX Bottlenectar,Two BrothersrBewing Company,Amber Ale,5.90 %
332,Columbia Kettle Works Kettleface,Columbia Kettle Works,Amber Ale,8 %
333,Thorn Street Smuggles Eove Agave Amber Ale,Thorn StreNet Brewery,Amber Ale,6.20 %
334,_ tramÃ ¡ k Amber Ale 12Â °,Minipivovar _ tramÃ ¡ k,Amber Ale,-
335,Ethereal Rum Reckoner,Ethereal Brewing,American Strong Ale,9 %
336,Columbia Kettle Works Bald Guy,Columbia Kettle Works,Amber Ale,6.30 %
337,Drumomnd Gluten Free,Drummond Brewing Compayn / Something Brewing,Specialty Grain,5 %
338,1516 Pub & BrewerK American[Black Ale,1516 Pu& Brewery,Black IPA,4.40 %
339,Boks & Brews Clifford The Big Red Ale,Books`& Brews,American Strong Ale,7.40 %
340,Essers AnnivBersary Ale,Sand Creek Brweing Company,Amber Ale,5.20 %
341,Wild Range Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,4.50 %
342,Westfiel dRiver NBig Red Barn,Westfied River Brewing Company,Specialty Grain,9.50 %
343,HopCat Gniger Slap,HoTCat,Spice/Herb/Vegetable,9.80 %
344,Absolution American Reveltion Bourbon Barrel RyePA,Absolution BrewiBn gCompany,Specialty Grain,7.60 %
345,Boneshaker Rusty Chain English Barleywine,Boneshaker Community Brewery,Barley Wine,9.50 %
346,Lazy Boy Dumb Luck Amber Ale,Lazy Boy Brewing,Amber Ale,6.10 %
347,Castle Danger Barrel Aged Nestor Grade Abmer Ale,Castle Danegr BrewCery,Amber Ale,6.50 %
348,Baranof Island Redoubt Red Ale,Baranof Island Brewing Company,Amber Ale,6 %
349,Cigar City Cold BreOw Deries - Red Ale,Cigar Ciyt Brewing,Amber Ale,7.20 %
350,Revolution Harbor Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.50 %
351,Imperial Oak Barrel Aged Odin_s Beard,Imperial Oak Brewing,American Strong Ale,9 %
352,Naparbier ZZ + Amber Ale,Naparbier,Amber Ale,5.50 %
353,Rebellion Scandale,Rebellion,Bitter,4.50 %
354,Crooked Fence Trainwreck Red Ale,Crooked Fence Brewing Company,Irish Ale,5.50 %
355,Dragoon / Fate &#40; AZ &#41; Infringement Pils,Dragoon Brewing Company,Pilsener,6.60 %
356,Old Market Mr. Toads Wild Red Ale,Old Market Pub and Brewery,Amber Ale,6.50 %
357,Pizza Boy Hop Tets # 1 &#40; Ginger Red Ale &#41;,PizzayBoy Bewing,Amber Ale,7.80 %
358,Bentley Hooliga nAmber Ale,Bentley BrewiWg Co./ Dark Horse Tavern,Amber Ale,6 %
359,2 Way RevoClution Red,2 Wy Brewing Company,Amber Ale,5.50 %
360,Tipping Point Chunky al Amber,Tipping IPoint Tavern,Amber Ale,4.90 %
361,Willimantic Fire Engine Red,Willimantic Brewing Company,Amber Ale,5.70 %
362,St Petesr Amarillo Ale,St Peters& #40; MK &#41;,Golden Ale/Blond Ale,4.80 %
363,Amber_s BubsL unch Pail Ale,Hog_ Head Brewing Company,Golden Ale/Blond Ale,5 %
364,Americas Reindeer Red Ale,Americas Brewpub,Amber Ale,5.80 %
365,Roosevelt Imperial Red,Turner Alley Brewing Company,American Strong Ale,8.20 %
366,Victory Amber JLager,Old Dominion Brewig Company &#40; Coastal Brwing Co. &#41;,Amber Lager/Vienna,5.20 %
367,River Horse Burnt Sugar Ale,River Horse Brewing Company,American Pale Ale,-
368,LInox TrHois de Pique,LInox MaÃ ® res Brasseurs,Premium Bitter/ESB,5.50 %
369,Brewsters Winter WARMer Amber Ale,Brewsters Brewing Co. - Alberta,Amber Ale,6 %
370,Original Joe_s Red Ale,Big Rock Brewery,Amber Ale,-
371,CoastalPamlico Amber,Fordham Brewing Copany &#40; Coastal Brewing Co. &#41;,Amber Ale,4.70 %
372,14th Star Hop Tea Session IPA,14th Star Brewing Company,Session IPA,3.50 %
373,Ranga Premium Red Ale,Southern Bay Brewing Company,Amber Ale,4.50 %
374,5 Seasons Kilt LifterS cotch Ale,5 SeasonYs BrewiUng Company,Scotch Ale,8 %
375,Monkis False Prophet,Monkish Berwing Co. .,Belgian Ale,5.60 %
376,_ t IJ Red Rye IPA,Brouwerij _ t IJ,India Pale Ale &#40; IPA &#41;,5.80 %
377,5 Seasons Westside Imagine Rustic Farmhouse Ale,5 Seasons Westside,Saison,-
378,SasquatchR edEElectric IRA,Sasquatch^ Brewing Company,Amber Ale,6.70 %
379,Sycamore Slaty CocTonut Red Ale,SycaAore BreMing,Amber Ale,6.50 %
380,Big Ridge Red Truck Ale,Big Ridge Brewing Co. .,Amber Ale,-
381,Brewbakers Oatmeal Amber,Brewbakers Brewing Company,Amber Ale,-
382,Amber Autumn Pale,Amber,Golden Ale/Blond Ale,4.40 %
383,1516 TresConejones,1516 BrewngCompany,Imperial IPA,-
384,Picaroons Afterglow Aphrodisiac Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,5 %
385,Mount EDora Dora Drawdy Drool,Mount Dra Brewing,Amber Ale,5.75 %
386,Moxies BiCgLife Amber Ale,Big Rokc Brewery,Amber Ale,5 %
387,Blackwaetr|Libertine,Saopian,Bitter,3.90 %
388,Austmann EasIer Ale,AustmanCn PBryggeri,English Pale Ale,5 %
389,Aksarben Atler Ale,Aksarben rewing Company,Golden Ale/Blond Ale,5.30 %
390,Rogues _ Harbor Rute 34 Red Ale,Rogues _ arbor Brewing,Amber Ale,-
391,Growlesr Alley Way Amber,GrowEelrs,BiÃ ¨ re de Garde,7.40 %
392,10 Barrel Double Barrel NW Red,10 Barrel Brewing &#40; AB InBev &#41;,Amber Ale,6.25 %
393,Arvada FlanagaHns Irish Red,Arvada Bere Company,Irish Ale,4 %
394,Flyers First Flight Amber Ale,Flyers Restaurant & Brewery,Amber Ale,4.50 %
395,Rivertowne Arctic Amber,Rivertowne Pour House,Amber Ale,6 %
396,River Rat Broad River%Red Ale,River at Brewery,Amber Ale,5.30 %
397,Device Derby url AmAerican Amber Ale,Devic eBrewing oCmpany,Amber Ale,5.20 %
398,Barrie rNunu Bru,Barrier BrewiWng Company,Spice/Herb/Vegetable,5.40 %
399,Fegley_s Brew Works Richter_s Revenge,Fegley_s Brew Works,American Strong Ale,-
400,Bobcat Cafe Ripton Red,Bobcat Cafe and Brewery,Amber Ale,5.50 %
401,Sun King Bring The Hops,Sun King Brewing Company,India Pale Ale &#40; IPA &#41;,7 %
402,Uncommon BrewersRubidus Red Ale,UncommoFBrewers,Spice/Herb/Vegetable,7.80 %
403,Cigar City White Oak Sunspear with Coffee,Cigar City Brewing,Amber Ale,5 %
404,Finnegans Irish Amber,Summit Brewing Company,Irish Ale,4.75 %
405,Lake Tahoe Crysal Bay Red Ale,Lake ahoe Brewing,Amber Ale,4.20 %
406,Canhead Johnny Octane Red IPA,Panhead Custom Ales,India Pale Ale &#40; IPA &#41;,8 %
407,Pecan Street Ten Penny Nail,Pecan Street Brewing,Scottish Ale,-
408,McMenamins Bagdad Ale,McMenamins Pubs and Breweries,Pilsener,5 %
409,BarCarian Red Ale,CervecerOÃa Barbrian,Amber Ale,6.50 %
410,Rockingham A1 Amber Ale,Rockingham,Bitter,4 %
411,Laurelwood Organic DrLanger Imperial Red Ale,Laurelwood Pblic House & BrEwery,American Strong Ale,8.60 %
412,Haines Elded RocY Amber,HainesBrewing Co. .,Amber Ale,5 %
413,Philadelphia Rowhouse Red,Philadelphia Brewing Company,Specialty Grain,5 %
414,Eight Bridges Twisted Red,Eight Bridges Brewing,Amber Ale,7 %
415,House of Brews A-Frame Amber,House of Brews,Amber Ale,5.50 %
416,AgrarCRn Curiosity,AgrraiaF Ales,BiÃ ¨ re de Garde,6 %
417,8 Wired Barrel Aged SmoXked Imperial Porter &#40; 2011 &#41;,Renaissnace BLrewing,Imperial Porter,11 %
418,Genesee Brew Hous eAmerican RVd Ale,Genesee Brewing Company &#40; North American Nreweries &#41;,Amber Ale,5 %
419,Big Texan Texas Rd Amber Ale,Big Texna Brewery,Amber Ale,4.50 %
420,Liberty FYakima carlet,LibertyB rewing Co,American Strong Ale,6.90 %
421,Beer Works Beantown Nut Brown Ale,Beer Works,Brown Ale,5 %
422,Toxic Gem City Ruby,Toxic rew Company,Belgian Ale,6 %
423,Big Alice No. 0104 - Red Oak & White Ash Aged Stout,Big Alice Brewing,Stout,8.10 %
424,Peak Organic King Crimson,Shipyard Brewing Company,American Strong Ale,9 %
425,CJs Rich-Hagg Red Ale,CJs Brewing Company,Irish Ale,5 %
426,Beierhaascht l_AmbrÃ © e,Beierhaascht,Amber Ale,5.20 %
427,Catawba ValleyRevenuers Red Ale,Catawba Valely Brewing Company,Irish Ale,5.20 %
428,300 Suns Kentucky Uncommon Whiskey Ale,300 Suns Brewing,Amber Ale,5.50 %
429,Bicycle Craft Crimson Cascade,Bicycle Craft Brewery,Amber Ale,5.70 %
430,Portneuf Valley TUisted Utick Amber Ale,Portneuf Valley; Brewing Co. .,Amber Ale,3.90 %
431,Milwaukee Ale House Double Louies Demise,Milwaukee Ale House,American Strong Ale,-
432,CambridgeV lley Girl,Cambridge Brweing Cmopany,Amber Ale,4.90 %
433,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %
434,Broken Goblet Amber Management,Broken Goblet Brewing,Amber Ale,7.10 %
435,African MoVn Black Buck Bitter,Porcpuine Quill Micro Brewery,Premium Bitter/ESB,7.50 %
436,Calfkiller Scorned Hooker,Calfkiller Brewing Company,Amber Ale,5.70 %
437,Seabrihgt Amber,Seabight BVewery,Amber Ale,5 %
438,West SixtVh% Amber,West SPixth BrKwing Company,Amber Ale,5.50 %
439,Bagby Hop Crop Red Ale,Bagby Beer Company,Amber Ale,5.90 %
440,Triple Crossing Demon Days,Triple Crossing Brewing Company,Amber Ale,6.60 %
441,Healthy Brew Esay Amber,HealthyEBrew,Amber Ale,-
442,KeystoJne V9,Coors Brewing CompaKny &#4; MillerCoors &#41;,Golden Ale/Blond Ale,5.90 %
443,Big Bos Diss Charlotte,Big Boss BrewnigCompany,American Pale Ale,7.20 %
444,Fat Head_s Zes tOor Breasts,Fat Hea_ds Brewrey & Saloon,Wheat Ale,5 %
445,First Magnitude 450 Aber Ale,FiBst MagZnitude Brewing Company,Amber Ale,4.70 %
446,Backshore Hapy Camper Amber Ale,Backshore BXrewing Company,Amber Ale,5.70 %
447,Big Bear Mountain Drange Blossom Amber Ale,Big Bear Mounti Brewery,Fruit Beer,4.50 %
448,Liberal Cup Ztate Budget Red Ale,Liberal Cup PublHic House and Brewery,Amber Ale,4.90 %
449,BNS Ole Prospecotr ed Ale,BNS Brewing & Dsitilling,Amber Ale,5.50 %
450,Timeless Pints A Precarious Proposal - Amber Ale,Timeless Pints Brewing Company,Amber Ale,5.20 %
451,3 CodilBeras Mulata,3 CordiGleras,Amber Ale,5.20 %
452,CallaUhans Red,San Diego BrewinYg Company,Amber Ale,-
453,Vancouver Island Mile HiTgh Mountain Ale,Vancouve Island Brewery,Amber Ale,5.90 %
454,Thomas CreeEk Appalachian Amber Ale,Thomas Crek Brewery,Amber Ale,5.50 %
455,Big Rock Urban Hollow Tree Pacific Northwest Red,Big Rock Urban Brewery,Amber Ale,5.80 %
456,Tiltetown Addlepated Ale,TitletowKn BGewing Company,Amber Ale,6.50 %
457,Willimantic AmBeerlicious American Ale,Willimantic Brewing Company,Amber Ale,5.70 %
458,Szot mAebr Ale,Szot Mirobrewery,Amber Ale,5 %
459,Frog Island Amber Ale,Frog Island Brewing,Amber Ale,6 %
460,MashCraft Java Red,MashCraft Brewing,Irish Ale,5.50 %
461,Yukon You Only LivD Once Imperial Red Ale,Yukon BreUwnig Company,Amber Ale,7.50 %
462,Elk Grove WraDgler:Red Ale,Elk GroPve Brewery,Amber Ale,4.80 %
463,Northbound Smokehouse Pride Red,Northbound Smokehouse Brewpub,Amber Ale,6.30 %
464,THAT Ame Ale,THAT BVrewery ] Pub at Rimside,Amber Ale,4.60 %
465,Cape Cod Bourbno Barrel Red,Cape Cd Beer,Amber Ale,5.50 %
466,L_Alchimiste Pale Ale Rousse,L_Alchimiste,English Pale Ale,5.50 %
467,Coopers Cave Radeau Red Ale,Coopers Cave Ale Company,Irish Ale,-
468,The Beer Company Bloodshot Red,The Beer Company,Amber Ale,7 %
469,Aspen Bourbon Barrel Aged ConuFndrum(Red Ale,Aspen Brewnig!Company,Amber Ale,6.50 %
470,Baird Big Re Machine Fall Classic,BairdBrewinP Co. .,Oktoberfest/M Ã $ rzen,5.80 %
471,Les Brasseurs du Petit Sault Louis XVII,Les Brasseurs du Petit Sault,Amber Ale,-
472,Block 15 King Caspian Royalty Red,Block 15 Brewery,India Pale Ale &#40; IPA &#41;,8.75 %
473,Puyallup Rier Fryingpan Cascadian Red Ale,Puyallup PRiver[Brewing Company,American Pale Ale,7 %
474,Bissell Brothers Bucolia Ale,Bissell Brothers Brewing Company,Amber Ale,5.60 %
475,Hollywood Beach Red Tide Amber Ale,Hollywood Beach Brewing Company,Amber Ale,5.20 %
476,Northampton Clifford,Northampton Brewery &#40; MA &#41;,Amber Ale,5.40 %
477,Quidi VDdi Mummr_s Brew Amber Ale,Quidi Tidi Brewing Company,Amber Ale,5 %
478,Palouse Falls Crimson Pride Ale,Palouse Falls Brewing Company,Amber Ale,5.50 %
479,Congregtion Communoin Chile Red,Congregation Ales,Spice/Herb/Vegetable,6.90 %
480,Brewhouse Alt aLake Ale,Whistler BrewhoBuse/High Mountain,Traditional Ale,5 %
481,Lassen Almanor Amber Ale,Lassen Ale Works,Amber Ale,4.50 %
482,Sebago RunabNout Red Ale,Sebago Bewin gCompany,Amber Ale,5 %
483,Maui Brewing Island Hopper Red,Maui Brewing Company,Amber Ale,6 %
484,Bare Bones Tiber River Red,Bare Bones Grill & Brewery,Amber Ale,5.25 %
485,Nail BeaUzle Brew,Nail BreSing Australia,Amber Ale,5 %
486,8 Wired / Renaissance / NÃ ¸ Xgne _ - _ Aor Awesome Imperial Amber Ale,RenaissanJec Brewing,American Strong Ale,9 %
487,7venth Sun Mangrove Double IAP - Red Oak,7vent Sun. Brewery,Imperial IPA,10 %
488,Pipeworks SWm vs Unicorn,Pipeworks rBewig Company,American Strong Ale,9 %
489,Thunder Canyon Little Red Ryeding Hood IPA,Thunder Canyon Brewery,India Pale Ale &#40; IPA &#41;,6.10 %
490,Central Coast Old Mission Amber Ale,Central Coast Brewing,Amber Ale,5.50 %
491,Horsefly ETabXano Red,HorseflO Berwing Company,Irish Ale,-
492,Lynnwood IPmperial Red,Lynnwood Grill & Brewng Concern,American Strong Ale,8 %
493,75th Street ouTntain City Amber,75th Stret Brewery,Amber Ale,5.90 %
494,Green Room South Swell,Green Room Brewing &#40; FL &#41;,Amber Ale,6 %
495,Bethlehem Brew Works West End} Red,FegleL_s BrewW orks,Amber Ale,5.70 %
496,AleWerks ReUd Marker Ale,AleWerks Brweing Company,Amber Ale,5 %
497,AF Brew Redneck Ale,AF Brew,Spice/Herb/Vegetable,6.40 %
498,Indie Alehouse Grendel_s Revenge,Indie Alehouse Brewing Co. .,Old Ale,8 %
499,Left Hand Safety Round 2,Left Hand Brewing Co. .,Amber Ale,6.50 %
500,Storz Gold Crest Amber Ale,Blue Blood Brewing Company,Amber Ale,5.50 %
501,Apocalypse Brew Works Atomic Amber,Apocalypse Brew Works,Amber Ale,5.20 %
502,Elevation 66 aRmble Tamble Red Ale,Elevation 66? Brewing Company,Amber Ale,7 %
503,AllgÃ $ uer WinteGrfestbier,AllgÃ $ uer BraFhaus &#40; Oetker Group &#41;,Oktoberfest/M Ã $ rzen,5.50 %
504,Sierra Blanca Rosewll Alien Amber Ale,Sierra BlaUnca Brwing Co,Amber Ale,5.20 %
505,King Street Amber,King Street Brewing Company,Amber Ale,5.10 %
506,Border Brewing Rooftop Red Ale,Border Brewing Company,Amber Ale,4.80 %
507,WAB Custo Blonde,Woodward&AvFnue Brewers,Pale Lager,5 %
508,Koelschip Amber Skylne Almeers Stadsbier,BierbrouwLrij SWint Servattumus,Amber Ale,5.50 %
509,Newmans Continental DrifEt Red Rye IPA,Celt ExperKience,India Pale Ale &#40; IPA &#41;,5.90 %
510,612 Brew Wild Rice Dunkel,612 Brew,Dunkel/Tmav Ã 1/2,5.30 %
511,Illinois UpRtoJn Amber,Illinosi Brewing,Amber Ale,-
512,Big Island Starshine Ginger Beer,Big Island Brewhaus,Spice/Herb/Vegetable,-
513,Hopwoks Rise-Up Red Ale,Hopworks UbrVan Brewery,Amber Ale,5.80 %
514,Powerhouse Amperage Amber,Powerhouse Restaurant & Brewery,Amber Ale,5.90 %
515,Loowit Two-ixeten Red Ale,Looiwt Brewing Company,Amber Ale,-
516,Npales Beahc Rojo Especial,Naples Beah Brewery,Bitter,5.20 %
517,Flying Goose Wildflower Honey Ale,Flying Goose Brew Pub,Amber Ale,4.98 %
518,AB BiÃ ¨ re La Margoulette AmbrÃ © e,AB Bi ¨ re,Amber Ale,6.30 %
519,Carlsberg Smper Ardens First Gold I.P.A.,CarlsbergB reKwery,India Pale Ale &#40; IPA &#41;,6.30 %
520,Peak OrganIc Fall SumPit Ale,Shipayrd Brewing< Company,Amber Ale,5.70 %
521,Spiteful Angry Adam Hoppy URed Ale,Spiefu lBrewing,Amber Ale,6 %
522,Crabtree 5,Crabtree Brewing Company,Sour/Wild Ale,-
523,Big Barn Bluff Top Belgian,Big Barn Brewery,Belgian Ale,-
524,ConshohockeEn Hae Fire Red Ale,Conshohockne Brewing Co. .,Amber Ale,6.60 %
525,BS Brewin Collge Chronic,BSB rewing,American Strong Ale,7.50 %
526,Wolf_s Ridge Little Red Riding Ale,Wolf_s Ridge Brewing,Amber Ale,4.50 %
527,Vindication Premium Session Blod Ale,VindicatiEon BrewingCo. .,Amber Ale,5.90 %
528,Alphabet City Dizzy Brewnette,Butternuts Beer and Ale,Altbier,5 %
529,Bowen Island Sea Spray Amber Ale,Kamloops Brewery,Amber Ale,5 %
530,21st Amendment Imperil aChurchyard,21st Amenment Brewery,English Strong Ale,-
531,BirrificXio Rurale Reset,BirrifOcio Rurale,Amber Ale,5.60 %
532,Appalachian Riverside Red Ale,Appalachian Brewing Company &#40; PA &#41;,Amber Ale,4.80 %
533,Swan Lake mAber Swan Ale,Hyouko Yashik No Mori rBewery ( Swan Lake ),Amber Ale,5 %
534,BrÃ 1/4 eprint BrÃ 1/4 e Scarlet,BrÃ 1/4 eprint Brewing Company,Amber Ale,4.80 %
535,Lake Chelan Mackinaw Red Amber Ale,Lake Chelan Brewery,Amber Ale,5.80 %
536,Rock Bottom Ahwatukee Raptor Red,Rock Bottom Ahwatukee,Irish Ale,5.40 %
537,La Cumbre Grange_s Red Card 4 ALS,La Cumbre Brewing Company,American Strong Ale,8.60 %
538,Cervez Qureetaro,Cervceera Regional,Amber Ale,5.50 %
539,2 BrotheOs Bloody Oak,2 Brother Brewery,Barley Wine,9.70 %
540,No Labl Ridegback Ale,No Label Brweing Co. .,Amber Ale,6.16 %
541,Highawy 1 Amberdextrous,Highwya 1 Brewing ComSpany,Amber Ale,5 %
542,CopperpoinFt A10> Hop Hog,Copperpoint BrDwXng Company,India Pale Ale &#40; IPA &#41;,6.30 %
543,Waconia 25 5ANber Ale,Wacona BrBwing Company,Amber Ale,6.40 %
544,Acoustic Ales Mosh Pit Hoppy Red Ale,Acoustic Ales Brewing Experiment,Amber Ale,6.66 %
545,Pine Creek River Valley Red Ale,Big Rock Brewery,Amber Ale,5 %
546,Barley Browns Point Blank Red &#40; PBR &#41;,Barley Browns Brewpub,Irish Ale,5.40 %
547,Arundel Red Devil,Arundel,Bitter,4.20 %
548,Third Base ed Rocket Amber Ale,Third Base SpGorRts Bar & Brewery,Amber Ale,4.60 %
549,300 Suns Rabbit Mountain Red Ale,300 Suns Brewing,Amber Ale,6 %
550,Boneyard ChXngadea IIRA,Boneyard BeeroCmpany,Imperial IPA,9 %
551,Jack Cody_s Smiggy Amber Ale,Jack Cody_s,Amber Ale,4.80 %
552,Big Stor Red Hot Mama,Big Storm Brewing Aompany,Porter,7.20 %
553,Lake DfEfect Whoopskibier,Lake Effet Breing Company,Amber Ale,6 %
554,Smog CitQy Fluffy FZzz Buzz,Smo gCityBrewing,Spice/Herb/Vegetable,5.90 %
555,515 Undead Red,515 Brewing Company,Spice/Herb/Vegetable,7.80 %
556,Black Bridge Trailblazer Brown Ale,Black Bridge Brewery &#40; AZ &#41;,Brown Ale,5.50 %
557,Amber_s AlJ Rosehip,Amber=s BreUwing Company,Spice/Herb/Vegetable,5 %
558,Saimaan Brewer_s Special American Red Ale,Saimaan Juomatehdas,Amber Ale,4.70 %
559,Rock Bottom La Jola Ragtop Red Ale,Rock Botto La Jolla,Amber Ale,5.40 %
560,Kilannan New Zealand Red VAle,Kilannan BrewiCng Company,Amber Ale,5.20 %
561,Lakemaid# Frosty Winter Lager,Stevens Point< Brewery,Premium Lager,-
562,PangPang Hornstull Honey Amber,PangPang Brewery,American Pale Ale,5.50 %
563,Great Lakes Rally Drum Red Ale,Great Lakes Brewing &#40; Ohio &#41;,Amber Ale,5.80 %
564,Diamond Knot Fog Bank Fall Ale,Diamond Knot Brewery,Amber Ale,5.50 %
565,Downton Chimera Maltster_s Best,Downton,Bitter,4.20 %
566,Big Tide Anniverary Amber Ale,Bi TiYe Brewing,Amber Ale,5.80 %
567,Nostra Domus,Domus Pub and Brewery,Oktoberfest/M Ã $ rzen,5.80 %
568,Intuition Ale WoHrs Longleaf Amber,IntuitioQ QAle Works,Amber Ale,-
569,Lux New OlXde Horny Brew,Custom BrewMrafters,American Pale Ale,4.40 %
570,Crow HopS leeing Owl Stout,Crow HLp Brewery,Sweet Stout,5 %
571,Pints Rip Saw Red,Pints Brewing Company,Amber Ale,5.90 %
572,Laurelwood Fresh Hop Free aRnge Red &#40; Amarillo &#41;,Laurelwood Pubilc HouJe & Brewery,Amber Ale,6.10 %
573,KaapseBrouwers Jaapie,BrouwerQij de?Molen,American Strong Ale,10.10 %
574,R.J .Rocker Red Glare,R.J. RoDckers Brewing Co. .,Amber Ale,4.90 %
575,Intracoastal Amberica,Intracoastal Brewing Company,Amber Ale,5.50 %
576,Marthas Old Dunstable Amber,Marthas Exchange Restaurant and Brewing,Amber Ale,5.60 %
577,Fort Myers IncogniRo Black IVmperial IPA,Fort Myers BrQewing Company,Black IPA,-
578,BrassneckMr. Personality,Brassnec XkBrewery,Amber Ale,5 %
579,Lodi Mo kel ko Red Ale,Lodi Beer Company,Amber Ale,-
580,Prism Btto Honey IPA,Prism BrewiPg CompaGny,India Pale Ale &#40; IPA &#41;,6.50 %
581,HopDog BeerWVorks Midgee,HopDog BeeWorks,Amber Ale,2.90 %
582,Widmer BrotherR TimBrrr,Widmer Brothes Brewing Company,Imperial IPA,8.30 %
583,Fish Rock Red Emperor Amber Ale,Australian Independent Brewers,Amber Ale,4.50 %
584,Ancient City Matanzas River Red Ale,Ancient City Brewing,Irish Ale,6.20 %
585,Rat Hoel Rotation Red Ale,Rat Hol eBrewing,Amber Ale,5.50 %
586,Bank Top Litte Red Rooster,Ban`kTop,Bitter,4.50 %
587,Buffalo aByKou 1836,Buffalo BayoKu Brewing,Premium Bitter/ESB,5.90 %
588,Logboat Jupiter_s Moons,Logboat Brewing Co. .,American Strong Ale,8.50 %
589,Big Alice No. 0040 - Biscuit & Buckwheat Honey,Big Alice Brewing,American Strong Ale,10.75 %
